F1_in_air_time;F2_on_paper_time;F3_total_time;F4_stroke_count;duty_cycle;path_length;median_acceleration;median_speed;p95_speed;stop_ratio;straightness;dominant_angle;direction_concentration;mean_pressure;width;height;aspect_ratio;ink_density;id;user
21618;17406;39024;30;0.4460332103321033;1.263.154.009.498.380;0.0;34.285.714.285.714.200;917.978.032.519.765;0.12631578947368421;0.012266125251443544;13.978.550.660.333.700;5.060.667.344.794.330;575.504.761.904.762;7013;7283;0.9629273650968008;0.0030172342720809256;u00016s00001_hw00006;16.0
31349;20529;51878;34;0.3957168742048653;13.694.607.587.265.500;0.0;2.125;6.220.567.658.974.600;0.21590486807878112;0.010430795483265937;15.891.342.353.737.100;17.841.802.757.182.300;4.834.183.486.238.530;3506;3578;0.9798770262716602;0.013625410259989692;u00017s00001_hw00006;17.0
23819;13523;37342;22;0.36213914626961596;17.121.989.622.258.800;0.0;6.030.454.326.498.070;20.279.381.339.463.200;0.1713641488162345;0.02236282340556776;2.849.475.376.789.410;3.142.393.929.328.230;6.677.360.801.781.730;7295;8649;0.8434501098392878;0.003454275298677393;u00018s00001_hw00006;18.0
46557;36674;83231;48;0.4406290925256215;21.371.996.829.907.500;0.0;17.142.857.142.857.100;5.586.973.975.149.650;0.14472320132697492;0.013620346650403714;-672.936.965.507.398;11.039.848.225.319.300;21.640.689.796.756.300;5376;4257;1.262.861.169.837.910;0.009676512898773944;u00019s00001_hw00006;19.0
12119;8917;21036;24;0.4238923749762312;10.948.407.773.543.500;-0.029428036383209788;5.650.000.945.474.100;14.694.873.055.287.000;0.11724137931034483;0.04753191076868802;-9.203.462.218.020.690;0.5068728233323411;6.186.782.094.594.590;6228;5866;1.061.711.558.131.600;0.003215726352685625;u00020s00001_hw00006;20.0
26439;28255;54694;40;0.516601455369876;1.707.735.316.177.170;0.0;17.202.277.969.703.200;4.600.354.910.887.030;0.16639741518578352;0.007122664729634226;-7.600.081.832.720.920;119.667.739.356.474;25.089.344.698.987.700;5374;5639;0.9530058521014364;0.0074390687707676555;u00021s00001_hw00006;21.0
11889;10549;22438;23;0.47013994117122737;11.737.278.303.456.200;0.0;26.838.496.117.231.600;16.392.404.376.285.700;0.24020319303338172;0.012825973519559183;17.542.428.078.152.400;4.257.082.291.218.900;4.826.588.151.320.480;12472;5816;2.144.429.160.935.350;0.0025460757974750167;u00022s00001_hw00006;22.0
16782;9515;26297;24;0.3618283454386432;1.911.774.637.344.070;0.0;6.25;17.196.959.218.415.400;0.0815831987075929;0.026032764214666337;-580.525.838.449.722;786.186.159.113.163;6.379.556.259.904.910;7557;6631;11.396.471.120.494.600;0.004720488723347974;u00023s00001_hw00006;23.0
20092;10645;30737;30;0.3463252757263233;1.020.225.163.140.530;0.0;31.149.677.935.467.700;873.325.020.302.064;0.217485549132948;0.0294369129343285;30.934.268.178.613.500;1.261.588.199.964.200;5.257.050.919.377.650;4207;5006;0.8403915301638034;0.006079123502466793;u00024s00001_hw00006;24.0
15164;13741;28905;25;0.47538488150838953;1.381.794.515.829.960;0.0;451.743.363.221.221;1.015.954.327.899.960;0.09111111111111111;0.008781306096882246;-17.193.745.516.214.900;32.253.212.236.929.200;5.430.252.054.794.520;7532;8165;0.9224739742804654;0.002920140324161727;u00025s00001_hw00006;25.0
9776;9559;19335;19;0.49438841479182827;8.651.674.103.599.120;0.0;4.5;975.079.342.338.664;0.1008;0.015099751166125004;8.510.489.950.863.400;534.051.994.149.495;4.503.806.146.572.100;6137;6274;0.9781638508128786;0.002828295746922175;u00026s00001_hw00006;26.0
11127;12440;23567;26;0.5278567488437221;8.184.324.919.167.990;0.0;3.288.818.409.491.810;767.860.846.738.789;0.11555009219422249;0.022645169574536234;3.400.801.395.310.850;5.318.071.179.714.360;42.858.015.728.977.600;5113;4916;1.040.073.230.268.510;0.004290904835199014;u00027s00001_hw00006;27.0
13397;11560;24957;27;0.4631966983211123;10.641.023.149.897.900;0.0;4.714.285.714.285.710;10.891.012.467.234.000;0.09476474486414845;0.032394309900416626;-57.837.969.688.784.600;25.591.853.136.915.500;5.601.438.802.083.330;7394;7689;0.9616335024060346;0.0023349236130223387;u00028s00001_hw00006;28.0
12290;9433;21723;22;0.4342402062330249;65.117.314.232.794.600;0.0;2.857.142.857.142.850;6.750.520.788.687.920;0.0698051948051948;0.029497340630638788;-58.873.727.827.355.400;3.327.644.268.805.460;5.864.625.199.362.040;4514;4022;1.122.327.200.397.810;0.004499746031155985;u00029s00001_hw00006;29.0
10567;10808;21375;21;0.5056374269005848;8.384.620.203.040.120;-0.007525568409929684;40.485.336.851.754.100;8.715.690.489.085.790;0.103886925795053;0.0415930359986045;14.832.527.167.340.800;7.260.364.102.237.920;4.917.883.008.356.540;6603;7314;0.9027891714520099;0.0022262495910996445;u00030s00001_hw00006;30.0
12597;9413;22010;19;0.4276692412539755;9.693.883.835.769.590;0.0;5.625;11.737.752.643.936.100;0.11363636363636363;0.044275653370844874;-7.581.607.268.840.580;0.7845610258486203;4.464.756.195.043.960;6610;7170;0.9218967921896792;0.0025767933521788095;u00031s00001_hw00006;31.0
9682;12161;21843;24;0.5567458682415419;6.715.528.756.063.020;0.0;2.943.613.010.427.350;7.289.004.559.714.250;0.1551507537688442;0.018365689401305684;17.742.515.781.999.500;15.374.893.909.587.400;4.643.285.891.089.100;4758;4523;10.519.566.659.296.900;0.003909555640232783;u00032s00001_hw00006;32.0
38329;30718;69047;57;0.4448853679377815;24.415.687.347.598.300;0.0;32.137.400.330.456.100;7.274.501.175.128.000;0.1855259885600597;0.0042818846841668765;-18.574.547.594.810.000;13.760.293.632.467.200;6.633.800.882.785.670;6398;5871;1.089.763.243.059.100;0.008060793525424865;u00033s00001_hw00006;33.0
21418;14616;36034;30;0.4056169173558306;1.699.260.562.469.440;-0.017857142857142905;3.375;8.472.162.958.174.840;0.18880753138075315;0.0036013742265608244;14.276.874.147.405.200;37.458.161.391.124.200;452.062.306.900.103;6606;5572;1.185.570.710.696.330;0.005407351592771196;u00034s00001_hw00006;34.0
7693;6665;14358;21;0.46420114222036496;5.637.931.473.126.230;-0.01785714285714285;4.118.360.525.424.810;1.083.220.026.430.240;0.052083333333333336;0.032565878944618445;2.968.984.939.704.540;2.633.719.743.272.250;3.843.322.033.898.300;4424;4593;0.963204876986719;0.0035237818308314402;u00035s00001_hw00006;35.0
11289;12544;23833;25;0.526329039566987;13.125.250.642.720.300;0.0;4.371.901.037.821.030;13.503.157.888.854.700;0.14129110840438489;0.03282083847393751;-12.295.201.583.789.800;5.628.555.341.018.550;6.250.803.839.232.150;8030;8670;0.9261822376009228;0.002382729645021236;u00036s00001_hw00006;36.0
10850;8926;19776;22;0.45135517799352753;964.954.975.288.655;-0.017432156787271946;4.857.142.857.142.850;12.803.667.305.813.600;0.09192439862542956;0.021547526436112102;5.874.036.630.706.710;31.745.269.860.792.800;4.135.337.268.128.160;6456;7262;0.8890112916551914;0.0026091311583655357;u00037s00001_hw00006;37.0
6671;7572;14243;22;0.5316295724215404;772.732.030.696.765;-0.01785714285714235;6.544.320.056.354.210;12.867.456.083.293.000;0.11269035532994924;0.05124171365063857;-2.121.233.232.700.410;3.487.784.154.640.680;4.594.985.104.270.100;6398;6211;10.301.078.731.283.200;0.0025409835592543535;u00038s00001_hw00006;38.0
8875;6786;15661;22;0.43330566375071833;12.961.636.652.914.700;-0.02716248982141653;8.075.332.868.098.370;1.897.958.028.646.590;0.06136363636363636;0.028622205917299307;15.863.808.379.799.400;12.624.829.931.174.600;45.228.935.698.447.800;9106;9285;0.9807215939687668;0.0019612421470155197;u00039s00001_hw00006;39.0
12353;9685;22038;24;0.4394681913059261;1.697.555.653.067.960;-0.001759921032896461;5.858.884.758.402.820;1.775.679.958.590.220;0.0997624703087886;0.031627208034435805;19.376.312.728.837.000;28.394.325.682.073.300;4.693.177.933.177.930;9635;11050;0.8719457013574661;0.002054884390326725;u00040s00001_hw00006;40.0
23977;7980;31957;24;0.24971054854961355;10.279.483.065.579.200;0.0;4.432.744.885.656.520;13.973.666.433.032.900;0.07239382239382239;0.03483855531907254;37.313.860.998.336;7.353.512.763.997.130;39.186.603.773.584.900;6010;5561;10.807.408.739.435.300;0.003948307626495237;u00041s00001_hw00006;41.0
7538;12100;19638;22;0.6161523576738975;59.542.860.627.874.700;-0.010300560373251777;29.475.906.885.856.200;6.504.713.683.022.810;0.1601513240857503;0.03818381573882446;13.513.812.807.037.500;767.998.701.564.801;5.603.376.865.671.640;4189;4059;10.320.275.930.032.000;0.004010962904004753;u00042s00001_hw00006;42.0
7149;8443;15592;20;0.5414956387891227;884.526.140.212.268;0.0;5.151.607.256.516.780;12.259.353.953.793.400;0.15789473684210525;0.04617276196486955;52.352.648.458.376.900;16.926.851.203.704.200;29.379.233.511.586.400;6559;7259;0.9035679845708775;0.0023456697424102933;u00043s00001_hw00006;43.0
10566;5898;16464;20;0.35823615160349853;5.913.043.917.321.390;-0.014151203638685494;3.094.854.600.784.980;7.012.379.383.596.650;0.0982961992136304;0.02784669627066486;-4.857.613.180.839.450;5.722.350.241.925.080;4.523.882.503.192.840;5492;4981;11.025.898.413.973.000;0.0027452331026232945;u00044s00001_hw00006;44.0
10528;9089;19617;19;0.4633226283325687;6.084.586.544.645.810;0.0;26.840.420.325.794.100;7.447.630.824.711.070;0.10933557611438183;0.03226877855458831;-22.750.362.261.538.000;11.877.928.349.914.600;5.650.745.033.112.580;4736;4082;1.160.215.580.597.740;0.004121042633437688;u00045s00001_hw00006;45.0
9331;11356;20687;23;0.5489437811185769;8.785.718.437.256.790;0.0;4.291.661.056.882.360;7.845.176.895.961.070;0.0908479138627187;0.04014195331818157;5.103.815.581.282.820;2.608.311.071.523.000;6.865.235.255.135.850;5492;5966;0.9205497820985585;0.003378058517360357;v00006s00001_hw00006;
22951;12752;35703;21;0.3571688653614542;14.057.756.383.621.200;0.0;5.285.714.285.714.280;11.119.015.971.179.200;0.11011370436864153;0.026214363949835135;-27.545.820.961.291.400;7.955.480.593.377.960;43.542.671.394.799.000;7353;7614;0.9657210401891253;0.003201754035803973;v00007s00001_hw00006;
8690;6571;15261;22;0.4305746674529847;705.323.173.496.728;-0.019476127911701724;4.716.449.719.776.900;1.748.055.778.415.480;0.07873090481786134;0.04148155668946893;31.777.503.644.063.000;11.859.405.235.663.700;6.244.902.634.593.350;5022;5744;0.8743036211699164;0.003086422092475665;v00008s00001_hw00006;
17940;12618;30558;20;0.41291969369723147;12.266.539.105.880.600;0.0;39.149.239.106.889.700;10.068.759.301.675.400;0.23852657004830918;0.0366079851896647;23.192.769.500.500.900;862.648.636.205.072;5.766.521.479.713.600;7143;6644;1.075.105.358.217.940;0.0031843109477400146;v00009s00001_hw00006;
35013;20100;55113;39;0.3647052419574329;16.845.006.177.651.400;0.0;26.516.504.294.495.500;5.868.454.363.266.890;0.21474724439376663;0.010209861128325228;-9.475.813.023.539.810;8.807.632.498.857.210;6.076.119.850.187.260;4285;5656;0.7576025459688827;0.008524555659357306;v00010s00001_hw00006;
14862;15012;29874;21;0.5025105442860012;856.315.093.736.429;0.0;2.576.941.016.011.030;5.515.839.601.629.270;0.15610745058286873;0.03027919598272689;-10.539.458.783.599.300;19.898.844.087.622.200;5.150.867.602.808.420;3647;3819;0.9549620319455355;0.007818015133215958;v00011s00001_hw00006;
28602;24032;52634;30;0.4565869969981381;2.270.614.442.356.840;0.0;3.011.986.687.329.670;8.857.022.232.996.330;0.1461100569259962;0.022302650259306323;-3.031.460.052.171.410;20.692.263.617.436.800;43.768.640.350.877.100;9255;7454;12.416.152.401.395.200;0.004617241469053167;v00012s00001_hw00006;
45775;13201;58976;26;0.22383681497558328;16.084.973.097.895.800;0.0;27.633.117.100.928.300;13.026.853.752.560.100;0.2508690614136732;0.02726936519464451;-52.937.336.360.682.900;15.386.470.200.846.100;5.941.267.123.287.670;7119;7823;0.9100089479739231;0.003739082612604679;v00013s00001_hw00006;
23362;28397;51759;20;0.548638884058811;14.242.319.189.359.500;0.0;242.706.097.986.845;5.714.285.714.285.710;0.1640479360852197;0.022798087843241967;12.180.361.244.284.900;12.245.331.212.835.700;6.367.562.913.907.280;5146;5510;0.9339382940108893;0.006431088667589099;v00014s00001_hw00006;
23529;10915;34444;24;0.3168911856927186;9.898.434.437.597.750;0.0;4.540.605.460.449.140;9.548.655.256.913.210;0.06732117812061711;0.03550391838865482;-2.896.129.095.699.910;9.392.728.021.945.620;6.043.013.793.103.440;5947;6252;0.9512156110044786;0.003306022638079509;v00015s00001_hw00006;
29430;18646;48076;36;0.3878442466095349;22.891.233.063.537.300;-0.010797675616468938;555.090.082.779.363;1.153.963.887.243.100;0.10323637853338796;0.02365580375146341;-11.525.729.886.509.500;4.893.822.003.468.600;4.613.625.353.249.890;8896;9995;0.8900450225112556;0.003228766347152237;v00016s00001_hw00006;
14819;9538;24357;28;0.39159173954099435;131.243.131.892.721;0.0;5.890.269.677.752.640;14.369.751.971.545.700;0.06310679611650485;0.03884377374589397;16.064.891.990.301.700;48.650.485.402.843.700;5.426.210.443.037.970;8572;8433;1.016.482.864.935.370;0.002706170142195826;v00017s00001_hw00006;
31130;13701;44831;23;0.3056144185942763;13.891.333.189.461.700;0.0;2.75;826.667.711.641.991;0.16211699164345403;0.02884564779538818;25.301.324.907.376.900;1.729.098.482.848.860;4.898.096.809.680.960;5132;5732;0.895324494068388;0.005821859028459253;v00018s00001_hw00006;
18737;14519;33256;35;0.43658287226365167;1.808.222.751.502.340;-0.017857142857142794;3.582.838.915.424.120;8.720.196.897.513.960;0.1536430834213305;0.027027191575139272;-9.148.503.950.977.880;6.505.794.794.692.240;5.043.234.836.702.950;6457;6534;0.9882154882154882;0.0054695370823561315;v00019s00001_hw00006;
16462;8545;25007;21;0.34170432278961893;14.764.897.443.238.900;-0.023576462394762965;74.916.620.318.858.400;13.590.642.688.098.300;0.05750224618149147;0.027066217719794408;8.292.439.440.394.060;63.738.587.016.525;4.915.608.465.608.460;8273;7489;11.046.868.740.819.800;0.003094240315762446;v00020s00001_hw00006;
17526;13861;31387;21;0.44161595565042855;13.123.486.517.299.100;0.0;3.878.947.474.866.870;8.795.692.046.512.210;0.13736263736263737;0.024304103421575157;31.618.605.606.209.300;2.576.786.647.414.000;46.676.643.128.734.300;6886;7182;0.9587858535226956;0.0033028265910944434;v00021s00001_hw00006;
23324;8563;31887;30;0.2685420390754853;977.622.662.170.104;0.0;37.498.299.281.161.900;675.911.233.504.883;0.06859205776173286;0.03029251250001303;-928.449.025.537.213;56.667.339.164.981.000;43.303.163.444.639.700;4299;4226;1.017.274.017.983.900;0.006946156013613497;v00022s00001_hw00006;
17912;12372;30284;21;0.40853255844670455;856.427.880.724.962;0.0;3.400.367.627.183.860;7.189.845.446.949.490;0.1583487369069624;0.0298887222306555;22.664.466.643.613.800;29.701.620.391.327.900;5.625.930.656.934.300;5544;5139;10.788.091.068.301.200;0.003780454058737364;v00023s00001_hw00006;
20314;11428;31742;34;0.36002772352088713;1.325.239.308.029.560;0.0;4.952.838.806.674.200;15.862.635.585.087.000;0.12070128118678354;0.03550271383941357;31.158.365.332.316.000;43.237.873.221.201.000;5.329.591.298.615.680;8024;7461;10.754.590.537.461.400;0.0028115574667455165;v00024s00001_hw00006;
11017;9946;20963;22;0.4744549921289892;6.967.387.447.518.340;0.0;2.625;9.126.706.175.153.740;0.14923076923076922;0.037396453325749625;13.708.519.298.549.900;0.3539870282981835;4.748.177.004.538.570;4163;3957;10.520.596.411.422.700;0.005377382750627494;v00025s00001_hw00006;
12494;10926;23420;22;0.46652433817250216;1.357.019.805.394.550;0.0;6.457.869.309.225.710;1.532.315.409.089.720;0.11048951048951049;0.035607391003044137;-18.783.268.429.657.400;10.329.402.543.914.900;5.337.169.421.487.600;8687;8479;1.024.531.194.716.350;0.0023454735404709734;v00026s00001_hw00006;
13273;14407;27680;27;0.5204841040462428;10.371.252.300.072.900;0.0;3.293.174.930.547.900;10.375.564.738.542.600;0.11823966065747614;0.04189984826516462;692.669.621.637.629;0.21961339107258;4.331.667.537.898.580;7337;7100;1.033.380.281.690.140;0.002493687350757739;v00027s00001_hw00006;
27190;13693;40883;43;0.334931389575129;22.041.217.527.906.800;-0.013977720974934327;4.909.382.936.411.300;14.127.188.177.378.300;0.11605633802816902;0.01959174030392572;-31.946.052.321.878.900;13.002.192.198.123.800;35.612.046.204.620.400;7812;7681;1.017.055.070.954.300;0.004623995675818289;v00028s00001_hw00006;
12795;13763;26558;26;0.5182242638752919;10.179.892.690.869.900;0.0;33.000.946.956.110.200;8.031.824.455.354.620;0.14095449500554938;0.0379357687983328;35.372.288.017.422;29.912.375.751.127.300;6.816.022.975.929.970;5984;6027;0.9928654388584702;0.0034340909004908667;v00029s00001_hw00006;
16265;9071;25336;19;0.3580281023050205;8.246.248.265.490.780;0.0;4.900.683.460.201.050;10.303.060.734.012.900;0.10792580101180438;0.030569133207976325;9.184.819.136.489.560;976.047.782.648.651;7.353.875.518.672.190;5366;5497;0.9761688193560124;0.003503502553936866;v00030s00001_hw00006;
24517;13068;37585;26;0.34769189836370895;15.155.185.083.520.800;0.0;35.022.086.689.268.400;8.355.683.197.785.560;0.13348946135831383;0.022204739618676136;15.100.747.191.271.000;1.600.052.467.602.430;3.711.701.268.742.790;6805;6935;0.9812545061283345;0.003977255489597475;v00031s00001_hw00006;
15025;13114;28139;25;0.46604356942322045;10.616.479.369.177.600;-0.010843849986759135;40.025.502.074.634;9.914.311.844.562.160;0.10483401281304601;0.028918597784328093;31.463.018.776.387.800;7.030.121.466.367.020;48.314.695.752.009.100;6100;5870;1.039.182.282.793.860;0.003749366905878471;v00032s00001_hw00006;
15495;9206;24701;29;0.3726974616412291;7.348.757.969.002.830;0.0;38.830.561.417.522.600;7.142.857.142.857.140;0.08298407376362113;0.031026907299297107;8.248.110.131.728.420;2.329.441.913.468.670;43.836.497.545.008.100;3478;4570;0.7610503282275711;0.005900219552563996;v00033s00001_hw00006;
17355;15814;33169;21;0.4767704784588019;854.777.616.683.178;0.0;28.731.687.885.528.400;524.575.429.935.871;0.07060518731988473;0.04441673848072888;-7.688.130.406.797.170;11.860.618.713.534.200;6.232.211.126.961.480;5363;5605;0.9568242640499554;0.003599249673570194;v00034s00001_hw00006;
9583;11183;20766;23;0.5385245112202639;15.577.410.993.049.800;-0.020730320565983007;55.567.572.396.504.900;1.056.494.148.618.260;0.08407382091592618;0.032544407531293326;-1.610.591.366.745.680;5.952.092.703.467.230;5.729.118.438.761.770;7419;6877;10.788.134.360.913.100;0.0038369774177285953;v00035s00001_hw00006;
10621;9148;19769;21;0.46274470130001516;973.233.861.142.354;-0.03502502522441642;4.088.310.101.335.920;11.075.978.234.651.100;0.05778894472361809;0.03583943524968294;24.657.099.391.378.900;15.123.247.284.471.900;43.534.567.901.234.500;5336;5950;0.8968067226890756;0.004020163654219602;v00036s00001_hw00006;
29480;16500;45980;27;0.3588516746411483;729.846.053.259.329;0.0;21.092.604.371.762;6.465.096.743.135.400;0.22032332563510393;0.028000425578248878;19.922.318.135.295.800;2.806.993.546.499.180;5.392.910.583.941.600;3463;3365;10.291.233.283.803.800;0.007841685450490576;v00037s00001_hw00006;
15374;11786;27160;30;0.43394698085419736;15.311.457.819.197.200;-0.028442124690433168;5.491.470.659.122.190;14.168.624.019.833.900;0.10677083333333333;0.036089951854147366;-3.662.947.224.683.090;7.828.621.450.128.160;26.999.936.143.039.500;7596;9205;0.8252036936447583;0.0027842747676069687;v00038s00001_hw00006;
32497;12178;44675;27;0.27259093452714045;137.403.585.349.072;0.0;3.232.488.142.567.070;13.834.415.851.763.700;0.18376337319068597;0.018173931811062707;-9.094.278.383.645.860;13.456.583.757.991.700;3.454.870.049.504.950;4661;5662;0.8232073472271282;0.006867564270668435;v00039s00001_hw00006;
22044;11235;33279;27;0.33760028847020646;14.795.564.990.750.100;-0.017857142857142905;5.439.837.932.759.930;933.691.796.281.714;0.04368600682593857;0.005169072195907585;-10.268.354.095.316.900;0.776466464287781;4.124.892.761.394.100;7978;8421;0.9473934212088826;0.0029634985611307007;v00040s00001_hw00006;
16240;12551;28791;27;0.43593484074884514;8.988.484.674.012.070;0.0;35.556.895.680.275.700;783.310.730.054.434;0.22195121951219512;0.0376261908032183;-2.784.668.185.065.120;4.897.634.132.622.050;4.750.599.880.023.990;5177;5662;0.9143412221829742;0.003859568769696358;v00041s00001_hw00006;
13275;10075;23350;24;0.43147751605995716;13.596.470.688.363.200;0.0;587.632.963.677.158;11.154.378.585.978.700;0.08904109589041095;0.04413243912344537;4.405.104.549.263.270;23.297.054.858.073.900;2.564.887.892.376.680;8137;8034;10.128.205.128.205.100;0.0026318955198356268;v00042s00001_hw00006;
18301;9398;27699;23;0.33929022708401024;11.754.134.771.907.400;0.0;4.685.803.312.270.310;10.730.461.824.470.000;0.0923202614379085;0.04269523903903187;9.574.527.552.973.260;2.154.203.178.263.430;5.467.056.936.647.950;6748;7086;0.952300310471352;0.003233895294446717;v00043s00001_hw00006;
10254;6611;16865;26;0.39199525644826566;12.452.206.244.074.300;0.0;7.0;24.959.538.701.073.600;0.07050528789659224;0.05172838178104538;7.106.479.442.203.750;0.6294561248721344;5.252.976.054.732.040;8618;8609;10.010.454.175.862.400;0.002123784435233106;v00044s00001_hw00006;
18125;13921;32046;30;0.4344067902390314;16.670.736.035.752.700;0.0;4.272.001.872.658.760;9.602.082.768.843.490;0.09290819131390875;0.027717647632482287;-150.482.002.894.526;18.213.715.204.264.300;4.951.157.382.368.840;7539;7147;10.548.481.880.509.300;0.003960614705344226;v00045s00001_hw00006;
20350;13117;33467;22;0.39193832730749695;14.729.469.169.309.700;0.0;4.791.258.105.841.870;8.715.769.852.734.700;0.05755813953488372;0.04251606982084725;9.188.249.724.966.950;5.014.032.133.898.710;597.288.748.564.868;8556;7879;10.859.246.097.220.400;0.002749168273240092;v00046s00001_hw00006;
25811;11649;37460;27;0.3109717031500267;15.486.837.243.478.400;-0.021771502233097095;5.0;10.0;0.0625;0.030181816574741765;15.341.620.485.129.800;17.413.077.909.076.000;43.017.517.776.341.300;5937;6351;0.9348134152102031;0.005269038674248172;v00047s00001_hw00006;
25693;12566;38259;35;0.32844559450064037;17.895.921.324.862.300;-0.029061017820884272;6.036.993.621.402.050;10.281.694.736.647.500;0.05392156862745098;0.02921186883987351;52.186.401.500.972.800;2.720.346.685.813.780;40.852.909.418.116.300;7396;6978;1.059.902.550.874.170;0.004452639442605112;v00048s00001_hw00006;
16012;14212;30224;24;0.47022233986236106;10.793.959.687.239.500;0.0;36.443.449.342.783.100;9.212.741.770.228.960;0.17479892761394103;0.04504069636610793;13.263.735.399.542.400;18.300.215.255.421.600;47.682.053.996.823.700;6490;7382;0.8791655377946356;0.0028328127302469936;v00049s00001_hw00006;
