F1_in_air_time,F2_on_paper_time,F3_total_time,F4_stroke_count,duty_cycle,path_length,median_acceleration,median_speed,p95_speed,stop_ratio,straightness,dominant_angle,direction_concentration,mean_pressure,width,height,aspect_ratio,ink_density,mean_slant,std_slant,abs_mean_slant,pen_up_path_length,median_pen_up_speed,p95_pen_up_speed,pen_up_ratio,id
13152,12499,25651,62,0.4872714514054033,152867.65206948557,-0.08579329387723544,5.926419575054726,11.343432874917323,0.06879299562226392,0.1368105105425173,-59.14617523595067,80.57534754340345,508.69175195665264,20624,8950,2.3043575418994413,0.0009244871342578686,11.8889261849951,115.76148139313557,98.56215976949512,82687.63460430327,4.142857142857143,14.600082984875229,0.5409099537076545,u00014s00001_hw00003
15072,16339,31411,65,0.520168093979816,168464.10221811128,-0.1071428571428572,5.430450802499489,9.862459742111144,0.07173396674584323,0.1203902867084585,-56.518147840302156,135.22290092580812,446.7778801843318,20415,9879,2.066504706954145,0.0009429044733364565,-18.35342618839502,113.94414768347063,97.49942154753323,85528.88699507233,3.8507304501873407,11.180057825711692,0.5076979954123263,u00015s00001_hw00003
26943,25998,52941,67,0.4910749702499008,155586.57556895292,0.0,2.142857142857143,7.456540572034094,0.20324963072378138,0.12956218137998823,-27.174649499853015,176.99637900903073,562.3661645422943,20770,8706,2.3857110039053526,0.0009854724306037413,-6.537415178607589,83.816415673555,58.2261835109862,88704.33466621049,1.4577379737113252,8.428571428571429,0.5701284596169961,u00016s00001_hw00003
23901,15077,38978,63,0.3868079429421725,184793.3436347608,-0.08680035162132205,4.7909419741842,11.510160295188882,0.14241486068111456,0.11281289655978953,-27.029631660044064,75.36621560154845,518.3973013493253,20506,9452,2.169487939060516,0.0011394908878698557,-18.861622952385275,109.50248829490693,91.43361879280073,111928.54983390175,3.053936903775993,13.335178193812787,0.6056957876963663,u00017s00001_hw00003
15149,15994,31143,66,0.5135664515300389,176013.31685845964,-0.125,5.772026355252464,13.884208539411965,0.10776699029126213,0.11775816487305125,-45.283773540217034,156.3977114813955,645.9148635936031,20813,8929,2.330944114682495,0.001127951835989369,-0.5600655346572732,112.99556274093092,90.16758941590061,82147.57381377538,3.901857223927904,11.853862296291327,0.4667122651852189,u00018s00001_hw00003
33801,15925,49726,60,0.3202549973856735,257141.26374728436,-0.04846407090786853,6.383972277572665,12.787615134129629,0.08329274232830004,0.08170454014390428,-19.74375784508127,38.11985869646435,283.8632276384288,20714,11219,1.846332115161779,0.0012459676899997051,7.509346539129803,110.21794122879815,92.28961004355838,159630.11722733767,4.5474917107373924,18.14054390114133,0.6207876359518105,u00019s00001_hw00003
13486,13647,27133,52,0.502966866914827,187691.90086860314,-0.10367016335132817,6.873503848801627,15.13419465797887,0.08853575482406356,0.10975465450341687,-59.41228922286939,94.18078878175335,540.0038588754135,20759,11630,1.7849527085124677,0.0009111861404743864,10.679476302600012,115.19883231915058,96.09660821388536,93246.52735212506,4.434326712325698,14.823469026034111,0.49680634550877,u00020s00001_hw00003
18944,14420,33364,54,0.4322023738160892,186380.96351140697,-0.05792222038673045,5.285714285714286,10.974180739016184,0.07950243374797188,0.10962091310563561,-35.93103251182671,28.014389366943675,256.0199684708355,20392,8701,2.343638662222733,0.0011750155568273947,-0.8850289845216119,109.78214613854098,92.69571046741191,112645.10319125728,4.571428571428571,16.641908694617936,0.604380946793223,u00021s00001_hw00003
12999,20085,33084,69,0.6070910409865796,319189.4714582013,-0.1428571428571429,8.910141693598367,18.201905659294297,0.07464409388226241,0.07330960488453417,-60.34767953184763,86.0512648382503,459.8440779610195,21870,17364,1.2595024187975121,0.0009538772452004685,-5.84771245227982,115.48619356565757,100.10057173195112,143244.39470974848,7.875,19.639390476928785,0.4487754375335237,u00022s00001_hw00003
11736,15207,26943,60,0.564413762387262,236132.38939158732,-0.0938787876749636,7.726181304565691,15.682044345734937,0.05765306122448979,0.09377709244417244,-78.66085923560819,67.01877084714248,494.95643564356436,21047,13887,1.5155901202563549,0.000933403062635055,-22.250119128409366,116.69883673270702,101.31966856752422,120059.81368199216,7.596665675795297,18.20761676962398,0.5084428019016587,u00023s00001_hw00003
16620,11812,28432,67,0.41544738323016317,184374.43945583454,-0.08928571428571441,6.611659967245256,15.347774630738279,0.09,0.11447094576268059,-15.243347503581717,32.03423015539141,599.5749840459476,21105,10973,1.9233573316321881,0.0010564068328781284,1.6780935352757538,112.88441894121901,89.53726856666388,106947.97246726714,3.3354160160315836,16.146909216673684,0.5800585633394465,u00024s00001_hw00003
18101,19195,37296,66,0.5146664521664521,300831.619669,-0.1758843561229977,7.846177413237608,15.767765510563747,0.0886128364389234,0.07005801479980993,-51.41013231025682,118.49654652942972,478.4414015304068,21085,14014,1.5045668617097188,0.0011049004565965627,-19.297265198080684,117.33128201797322,100.68733604534336,159418.8065279675,5.689230786211394,19.19534376545615,0.5299270292909148,u00025s00001_hw00003
10867,13892,24759,69,0.5610888969667596,156735.28648442045,-0.123420340181704,5.929270612815711,11.117461884534666,0.078177727784027,0.1269620431320866,-56.173617557530946,67.9980191320617,487.78126691932863,20225,8765,2.307472903593839,0.0009905613862928537,-21.773761490842677,108.37803991374692,93.52692356885571,79914.20170561012,5.058457950408021,15.673980618802034,0.5098673278882456,u00026s00001_hw00003
19190,16825,36015,62,0.46716645842010274,179547.07459500778,-0.03716048546416051,5.571428571428571,10.742841305016961,0.09710078232857801,0.11777128692821065,-34.80609968687524,97.10708201140453,453.91364653243846,21037,10129,2.0769078882416823,0.0009781922051842762,-30.705802816889083,107.96963340104779,95.03127614798034,91149.04857629034,3.0,11.017410610904449,0.5076610063510592,u00027s00001_hw00003
48553,23132,71685,80,0.32268954453511894,322238.12690507236,-0.029998094999004077,4.2185208743524,10.430528008645648,0.14744232698094284,0.06609844963894528,-29.666443142951287,138.59505192785267,622.2591989579942,21265,12733,1.6700698971177257,0.001291252489136444,18.21886621139798,115.13230841950117,96.58951425637309,222008.23727159775,2.918154382482188,13.678375340932417,0.6889570747070498,u00028s00001_hw00003
14675,13534,28209,57,0.47977595802757983,146282.68445208605,-0.05646924393157815,4.675160296918716,9.428571428571429,0.06314580941446613,0.13292244097561057,-62.21429350685648,64.87794554906506,456.69371873262924,20009,8703,2.299092267034356,0.0010199869528860098,-2.221973654768499,112.88899191784564,94.34739516686034,85015.24291345259,3.6922597670628194,12.565267309350471,0.5811709241724968,u00029s00001_hw00003
14472,11762,26234,61,0.4483494701532363,157294.9222922026,-0.14285714285714285,5.569167352486366,11.535416045775554,0.05525965379494008,0.13230427382564122,-50.36780381507762,193.16994629595825,407.171465131158,20407,10249,1.991121084983901,0.0008262843532982598,-0.8062727653667516,116.1123407579198,96.9528957623107,92598.68322237882,3.640054944640259,11.562692563362068,0.5886946754095514,u00030s00001_hw00003
20177,16083,36260,58,0.44354660783232214,180528.81650294067,-0.0535714285714286,4.47213595499958,10.146945975636156,0.07936507936507936,0.10430503706328398,-22.496774623830706,91.6293610399551,423.3514272344408,18467,8883,2.0789147810424407,0.0012090299633311908,-1.6446222262914498,108.4343868433808,88.72052501451776,107898.43581126566,3.4118360159890453,19.0,0.5976798491309452,u00031s00001_hw00003
19492,17437,36929,59,0.4721763383790517,165959.9202908071,-0.03352609143194396,4.153074354786213,9.285714285714286,0.08776595744680851,0.11411541682628074,-72.15767635510726,174.68920258977116,355.1274298056156,20031,11229,1.783863211327812,0.0009503940063415986,-11.14100610325322,98.72513386930392,77.9086313510229,92474.13105491322,2.460010834802031,10.669722749493305,0.5572076130964229,u00032s00001_hw00003
14776,13168,27944,63,0.4712281706269682,177517.98811199472,-0.17220217577247698,7.212517463636765,12.772363508850745,0.07049763033175356,0.11220305819406834,-60.34682779788949,110.25365810272338,505.4351798972016,19906,10492,1.897255051467785,0.000989808849012,-40.70383739240833,110.86042637463899,100.46093439173882,91242.17106753687,5.620264010945447,14.711787768159926,0.5139883120462861,u00033s00001_hw00003
40616,27781,68397,75,0.40617278535608287,428520.00872981205,-0.04504110332127187,3.905124837953327,9.526754397711795,0.17668235945721406,0.05045509540259344,-10.4317495892725,145.01054611026882,374.97911014650026,21270,16727,1.2715968195133616,0.0015324632650296182,-7.899835012385228,110.09334606610452,90.64601528587617,318382.9959208616,4.010191099319486,23.190307806720458,0.7429827999504374,u00034s00001_hw00003
12609,13718,26327,52,0.5210620275762525,188851.6823673866,-0.06684130612244488,6.654415827103082,12.284734400666842,0.06945228684359118,0.10754850855709441,-66.74304743138721,102.78659458990877,474.88645090510147,20599,13188,1.5619502578101305,0.000858655801469138,-2.411095791350514,113.7782330454162,96.67144682154967,102278.77246940156,5.4304508024994895,16.703135820515218,0.5415825328494104,u00035s00001_hw00003
34819,23732,58551,61,0.4053218561595874,253618.37003714306,-0.015078753637712716,4.2954688030189345,10.784824896241961,0.12524271844660195,0.08236345384653926,-40.36166385609607,217.11893159578,430.3694065376071,20941,13549,1.5455753192117498,0.0010334115592330025,-1.2574270414666424,109.50907892038352,88.66046233746971,146163.3982486258,2.7641666034720735,11.567387585962345,0.5763123476711084,u00036s00001_hw00003
12523,13036,25559,56,0.5100356038968661,165423.08895214534,-0.10041630279415426,7.191973669764511,13.161476876561222,0.06503579952267304,0.12592218896013604,-53.79069500202667,88.96894204581986,293.51558891454965,20291,10185,1.9922434953362789,0.0009408057008197529,-3.100954440122903,113.34061484181234,93.07516994186524,77539.1727504661,4.130670982464686,11.453312507228949,0.4687324680105395,u00037s00001_hw00003
20800,15167,35967,58,0.4216921066533211,206366.00318573072,-0.05163820077432879,7.375,16.17127314755988,0.08226877874297393,0.10259295837351987,-21.133706301542098,102.65026650953553,400.06253101736974,20788,9934,2.0926112341453593,0.001179482308608568,-4.945807126693894,114.49185074575796,95.37454789721988,95331.6531971548,3.251201478907211,10.086361776059345,0.46195425470035245,u00038s00001_hw00003
12561,11637,24198,61,0.48090751301760476,148842.9973062267,-0.08928571428571441,6.605212066747696,11.548465829482609,0.04613297150610583,0.13721608895093354,-55.12355790226481,144.42899709571762,391.4612377850163,20476,9650,2.1218652849740933,0.0009132815843881048,-23.667194404949594,111.73714709835352,96.11907389703812,77335.38500820078,4.0,11.746905392593671,0.5195769126383049,u00039s00001_hw00003
13879,13377,27256,68,0.4907910184913414,263993.0328850893,-0.15310046757762574,9.25854397708,16.637030896996,0.05444964871194379,0.0784690047482795,-40.30806801188646,27.827010931255913,429.2972972972973,20900,11490,1.8189730200174064,0.001291589037230773,-19.830883844881342,109.47756327473023,93.0972206631848,148427.77099307987,8.450457356237756,21.641149713885877,0.5622412431531382,u00040s00001_hw00003
11171,13868,25039,58,0.5538559846639243,140432.47010100592,-0.0892857142857143,4.855632408439878,8.63677434811732,0.0655829596412556,0.13542964553017392,-66.05302598358807,94.61057330743746,376.9869706840391,19426,9453,2.0550089918544376,0.0008994268683612495,-2.035577763829001,114.5484420393305,97.67090514195495,78354.1550477425,3.9692697112713726,14.25168265419358,0.557948991364934,u00041s00001_hw00003
16143,20762,36905,59,0.5625795962606693,151640.84334529674,-0.06121061816046036,3.2639027596559607,7.000055799123511,0.12296296296296297,0.12348565724977682,-42.127806786163895,232.44210334496879,499.83834722725624,19194,9330,2.057234726688103,0.0011289793544021877,4.758378845083707,110.79295175769583,90.73521093308766,86026.3092439516,2.576941016011038,10.37016920932804,0.5673030256634997,u00042s00001_hw00003
41451,17275,58726,54,0.29416272179273234,255543.59350656232,-0.0892857142857143,7.714285714285714,17.02250348803019,0.08790718429272647,0.06832322326606159,-59.56261317266018,95.2425522088955,496.8261437908497,15247,15965,0.9550266207328532,0.0012102169493248608,2.0168573294722583,110.09834049284511,93.42576877982809,123744.07580293382,5.1020829079896375,18.216102636164745,0.48423861504380106,u00043s00001_hw00003
5717,17159,22876,28,0.7500874278720056,128429.67952494565,-0.035714285714285754,4.802210375420461,10.879595273960602,0.10696848646249445,0.14409839733178045,-54.3392132879437,138.73996274237408,741.9000438404208,19773,6902,2.8648217907852795,0.0011006822106294975,-3.4244310501443573,104.1292198789635,82.42273207772293,45087.68525342623,4.142857142857143,13.64377790122964,0.3510690474367226,u00044s00001_hw00003
9862,15777,25639,55,0.6153516127774095,102307.64704410016,-0.0741079159680682,2.918154382482188,5.966571874377163,0.10675808031341821,0.17734743099210407,-65.92444155545012,150.65566908239316,506.7567954220315,19051,7328,2.599754366812227,0.0009503902620510385,0.34149953974176583,111.06697603017221,92.20301091108706,57427.891295846435,3.1794152630816397,12.224326129133404,0.5613255016127181,u00045s00001_hw00003
20843,14316,35159,62,0.40717881623481894,173744.50796796536,-0.03571428571428559,4.716449719776908,9.555947505868119,0.07558455682436106,0.11668032296949415,9.607795125428758,36.740493351804666,464.0447133087849,20177,9308,2.167705199828105,0.001007471213407839,-5.085206701456048,113.2985089446039,94.27017873380063,108368.72245175453,3.0644126680328156,12.045928617791816,0.6237245926169668,v00001s00001_hw00003
14667,18442,33109,59,0.5570086683379142,212924.2711424271,-0.13893493388370448,6.860118402024553,13.197889601300535,0.09410288582183186,0.09948609181154758,-44.92203411332559,109.24561305190494,528.485306122449,20857,11914,1.7506295114990766,0.0010029154341233506,-26.821030467046057,109.31043922097047,93.49335666103283,93832.7411672446,4.976507309348595,13.35592502485737,0.4406859803431191,v00002s00001_hw00003
22139,12644,34783,64,0.36351091050225687,165306.7264001647,-0.1504832705172925,6.0,10.49858527802437,0.060360920970752956,0.12071581320302124,-50.816889213050246,51.998378644472886,481.70915619389586,20389,8322,2.4500120163422254,0.0011697550823244604,-10.16519764686647,116.67815394686582,98.60287818282188,95520.86584446699,4.976507309348595,12.712327610249579,0.5778401637041419,v00003s00001_hw00003
25578,15044,40622,57,0.37034119442666535,153795.73206864946,-0.02801187757038348,4.591473908568056,9.675866967567607,0.08556701030927835,0.13841606044439608,-39.265966918856805,25.24509093287068,279.2413620430646,20179,10201,1.9781393980982256,0.0009961891183097181,-0.3815585777085024,111.97867738201218,95.26124243331832,86105.26644055377,3.142857142857143,11.920789445981171,0.559867723781302,v00004s00001_hw00003
20080,12214,32294,69,0.378212671084412,146423.6458569779,-0.0820625286878034,5.87566481838579,10.694414832833205,0.04445876288659794,0.1378671495101428,-39.70133382600208,131.69303904522945,183.48611967921036,20631,7777,2.652822425099653,0.0011054800066663713,-39.8662790485895,112.05731867003041,99.395762213234,77817.65242378088,2.2534695471649933,9.453638245160235,0.5314555034354953,v00005s00001_hw00003
32608,20114,52722,63,0.3815105648495884,333277.28851967247,-0.025230770122205648,6.971514510660397,17.732418501458863,0.1515732924021489,0.06783164849555043,-24.80252418436678,124.26619454515273,630.4600974147621,22129,15124,1.463171118751653,0.0012570682769137945,-28.108553380987118,104.92514522247387,88.34054502373903,186258.51686080085,2.875,18.401255547035177,0.5588695157960232,v00006s00001_hw00003
23292,16706,39998,63,0.4176708835441772,243481.85627065657,-0.03734749738617271,6.155536126122565,11.81660279055612,0.11824953445065177,0.08834685083251868,-42.908728315217225,66.14911715963784,538.7164179104477,20952,12855,1.6298716452742124,0.0011082058209020806,-3.812830488408736,115.91391110147133,96.79893683800206,148644.83056016557,5.890150893739515,17.121742369346496,0.6104965389902839,v00007s00001_hw00003
15980,13400,29380,61,0.4560925799863853,208357.26296619247,-0.14684845476546293,6.560416092687898,12.338917706481432,0.05575117370892019,0.09954674801803537,-51.821656176797674,44.82323678291325,407.4045325779037,20491,10284,1.9925126409957215,0.0010945157378532532,-10.962535575320127,114.97867266745796,97.55357999666184,125218.21145149646,6.324555320336759,22.41201824492948,0.6009783852450301,v00008s00001_hw00003
24347,18739,43086,60,0.43492085596249364,160460.71370118245,-0.01785714285714285,3.7423801263003766,8.432141922983265,0.10296540362438221,0.1254408628663154,-44.51213062610016,154.5451721621518,545.749196141479,20532,9030,2.2737541528239205,0.0010503252964998635,-20.041505240615525,112.54161241612111,94.10584949450897,90281.3739828427,1.9080421903092184,9.407432845074332,0.5626384920047717,v00009s00001_hw00003
22797,25222,48019,58,0.5252504217080739,195205.75452520698,-0.05357142857142855,3.8089121082319988,8.59591610007763,0.14611178614823817,0.10464949782003201,-31.52995620509053,82.75096299919649,483.7835820895522,20327,10198,1.993233967444597,0.0011498083148758966,11.470635578072953,104.69380023435767,81.34802030964545,99517.42485481274,2.7142857142857144,10.286507898237572,0.5098078440201005,v00010s00001_hw00003
16949,16294,33243,58,0.49014830189814396,163835.57565039338,-0.06968501960315288,5.162969107015845,9.761962148185905,0.07604017216642754,0.12449810055657289,-43.848237213595276,174.40052214991456,287.6021405304793,20526,8950,2.2934078212290503,0.0010494545035264335,-9.484185610525243,116.90132656575096,98.97283728641308,84805.312539973,2.64279020063413,11.511746589043902,0.5176245281485016,v00011s00001_hw00003
15106,12913,28019,60,0.46086584103643957,205707.1724077109,-0.14610222079217738,7.992343274685351,16.329575692192023,0.07250755287009064,0.10367655681370991,-55.99604613207944,171.07566620470496,667.3959183673469,20277,10712,1.8929238237490664,0.0010263160302677377,-25.20264001584917,113.1919795841635,96.87174445551896,104651.19137509205,5.131093937943448,12.292522868727866,0.5087386606417095,v00012s00001_hw00003
6978,12675,19653,55,0.6449397038620058,137884.2691011218,-0.07376049691715991,6.211755425688074,10.759984302427487,0.06441717791411043,0.14538807321924097,-69.48722032396384,90.42309413687998,479.6219584569733,20364,8575,2.3748104956268223,0.0009327828716081911,-37.42045555374869,108.07317504657314,95.95387893370676,64710.82648542369,6.151153604265554,14.288658542669214,0.46931261199902324,v00013s00001_hw00003
21635,18489,40124,65,0.46079653075466054,164573.3503520254,-0.05357142857142855,3.857142857142857,7.175243055227041,0.08596713021491782,0.1234397856374576,-54.88529090478555,42.789909881511214,347.7510254306809,20496,8927,2.2959560882715357,0.001027360883459345,-25.711124035521493,113.92170152131938,98.27497335738423,97655.65756900836,2.785267692885776,10.447975243310015,0.5933868233229811,v00014s00001_hw00003
12828,17735,30563,59,0.5802768052874391,221398.72654152842,-0.06749236270042447,7.01310726207633,13.349967532499642,0.10704960835509138,0.09717311631658057,-47.569306658551824,196.86942363003544,537.3856597369537,20675,15293,1.3519257176485975,0.0008519829436633272,-16.430997642944625,109.33903593471318,90.83545525128774,104314.32031119923,4.979645824613894,13.191400089063942,0.47116043502460114,v00015s00001_hw00003
14265,16554,30819,66,0.5371361822252506,190696.31044014968,-0.0882274114613808,5.380810812507721,10.506363431933405,0.07454289732770746,0.1086520957641084,-77.99141107425025,116.15322335079105,477.8781264211005,20564,10660,1.9290806754221388,0.0010051145558003564,-16.684387181199575,117.84939870422798,102.60957236066199,104782.13608918134,6.46054349554844,15.467134877149253,0.5494712291356437,v00016s00001_hw00003
16543,11705,28248,59,0.41436561880487116,254167.60280592123,-0.11636560960555808,10.991648035240768,21.77496103879009,0.04548494983277592,0.08177776181846874,-26.443355856246423,101.02455101327845,379.9761904761905,21367,11645,1.8348647488192358,0.0011517482942534853,-21.478217199766057,118.89733885726278,101.39980625669227,127508.26062854312,5.771698190307598,18.469399242799174,0.501669997359603,v00017s00001_hw00003
12891,15732,28623,60,0.5496279216015093,192526.8984383755,-0.12974544040520675,6.599005182117414,14.892331261040079,0.08226600985221674,0.11489629641353676,-60.26394830801347,185.5051157019492,405.67846889952153,20937,12594,1.6624583134826108,0.0008780580487237141,-22.006236084813885,110.24055440330436,91.23643700663789,87445.32949915694,4.250918918961869,12.590610096479455,0.45419798588375776,v00018s00001_hw00003
16656,15703,32359,57,0.4852745758521586,151379.53305157734,0.0,4.010191099319486,10.567146226027537,0.10996055226824458,0.13534074332317148,-48.691926464533324,156.74779218885553,483.1294964028777,20754,7867,2.6381085547222574,0.0009869894564521345,-12.042162047083853,94.76392517958725,72.17456108459454,83395.49067350119,2.706332428700539,9.897572819136533,0.5509033420329488,v00019s00001_hw00003
18810,19467,38277,66,0.5085821772866213,239213.5880910844,-0.08410177860381918,6.042167824545286,12.126247055358224,0.10779634049323787,0.08854080820560237,-49.619067857705126,142.97550146274094,369.50581395348837,21171,13774,1.5370262813997386,0.0009029837385361321,-16.69993913080096,112.40089682119253,94.32017666420722,127463.87172258006,4.438820226141176,13.149496616250861,0.5328454488716007,v00020s00001_hw00003
17919,13948,31867,63,0.43769416637901276,130660.10133169565,-0.10714285714285676,4.859243243341414,8.14354631288947,0.07262569832402235,0.15369261937423873,-64.01162652087383,98.29094978345225,577.7317862924987,20221,8191,2.468685142229276,0.0009241273426806807,-13.550247610642977,118.59742215014572,102.15418291607509,69515.29847433158,3.1290508713900937,8.96488362543449,0.5320315671412118,v00021s00001_hw00003
14779,13536,28315,61,0.4780505032668197,248768.04424962137,-0.1262753774214227,9.135695296010518,16.963188499496166,0.06048387096774194,0.08673504632225007,-63.55948886602189,56.82360225062241,327.44017807456873,20953,12351,1.696461824953445,0.0010823923694815861,-15.928941766201334,117.97375750159576,99.8246875501621,130603.5449414928,6.860861723892033,16.554079480412287,0.5250012932144985,v00022s00001_hw00003
5623,12127,17750,55,0.6832112676056338,145629.40720357085,-0.09094516272434511,7.267220926874317,14.653824401949844,0.08090614886731391,0.14011258342956864,-86.67744599474084,89.12520020460684,830.65,20010,9741,2.0542038805050815,0.0008076989021540833,-29.861022469101023,108.09325921427313,95.23928046026833,61603.035061013295,8.551163530015954,20.271931680284965,0.4230123313960917,v00023s00001_hw00003
11556,12783,24339,51,0.5252064587698755,254219.42926014404,-0.14566241937643998,11.124711402825945,22.329949023412716,0.04495747266099635,0.08306912002716314,-43.56719271572467,48.527165363865564,396.56629345904537,21405,14812,1.4451120712935457,0.0009857239127772511,-39.90681261231863,100.5569688243559,87.96558994048321,113217.45145970804,8.475147491341964,20.88335432374466,0.44535325954119753,v00024s00001_hw00003
13909,15322,29231,60,0.5241695460298997,171819.97176102625,-0.14802479627795506,5.88430114796991,10.159945363825456,0.11218765935747067,0.11686559221006143,-40.90589646888768,86.65905613513789,636.1994062345374,20904,10363,2.017176493293448,0.00104334392621913,-27.95768781565846,106.27395535046685,90.03659707400199,92323.08010201325,4.543195461346562,14.803349940033074,0.537324498169629,v00025s00001_hw00003
13651,14551,28202,58,0.5159563151549535,161437.70891513815,-0.125,6.162758460035141,10.854510480401885,0.0743713215623328,0.12667512045005638,-75.03773075056436,103.38883582176133,418.9756097560976,20496,10272,1.9953271028037383,0.0009615640864436351,-39.627352329788955,106.70418370915361,94.48539135019968,78479.20523519912,5.460082416960389,13.025215929112269,0.4861268520383471,v00026s00001_hw00003
