path_length,straightness,dominant_angle,direction_concentration,width,height,aspect_ratio,median_speed,p95_speed,id
18.2202,0.030170716,-0.18921973,0.039520416,0.8806156,0.4789213,1.8387481,0.08731959,0.18583427,u00041s00001_hw00003
14.329788,0.04244172,1.0719321,0.061151475,0.86177176,0.46514484,1.8526955,0.0644819,0.15206431,u00042s00001_hw00003
15.896007,0.037125323,0.17000806,0.035400175,0.85474014,0.46866077,1.8237928,0.07474093,0.16319616,u00043s00001_hw00003
14.365016,0.053812537,-0.3943616,0.06834307,0.9455339,0.5047985,1.8730918,0.06809307,0.13785219,u00044s00001_hw00003
15.984532,0.036884286,-0.041747693,0.03418347,0.8836869,0.479423,1.8432301,0.07148787,0.16388565,u00045s00001_hw00003
15.289263,0.036936846,0.43292484,0.083932556,0.8576122,0.4389779,1.9536569,0.07053793,0.16485257,v00001s00001_hw00003
14.262856,0.048794225,-0.15731925,0.060282953,0.8841735,0.45885733,1.9269029,0.06692155,0.14464967,v00002s00001_hw00003
15.030632,0.040594436,0.37621614,0.073405385,0.89711946,0.45793283,1.9590634,0.06857017,0.15437257,v00003s00001_hw00003
18.958809,0.030475065,-1.6619812,0.027543467,0.9545521,0.52747905,1.8096493,0.086716466,0.18231227,v00004s00001_hw00003
19.683586,0.02835527,-1.2591176,0.026886228,0.94947237,0.5398994,1.7586098,0.09138763,0.20117672,v00005s00001_hw00003
14.937622,0.05311073,-0.6170469,0.07345781,0.9209761,0.49729156,1.8519841,0.0725693,0.14757887,v00006s00001_hw00003
14.665971,0.04223387,0.3095989,0.05637939,0.8585248,0.45519868,1.8860441,0.06989973,0.14722434,v00007s00001_hw00003
19.232182,0.030532531,0.19399804,0.04414249,0.89854085,0.49378443,1.8197027,0.08536454,0.21027948,v00008s00001_hw00003
14.581755,0.04379061,0.13409467,0.07395954,0.88784266,0.45229906,1.9629549,0.06599128,0.14550252,v00009s00001_hw00003
14.786643,0.04212333,0.4387713,0.055023476,0.8955103,0.46886384,1.9099581,0.068667024,0.1476039,v00010s00001_hw00003
18.212492,0.031576935,0.11141482,0.039222695,0.9033187,0.4990574,1.8100497,0.08436402,0.19125758,v00011s00001_hw00003
15.305664,0.049400557,-0.6165501,0.07604734,0.9471234,0.49504942,1.9131896,0.07397188,0.14998442,v00012s00001_hw00003
15.053085,0.040803295,0.57685804,0.057638615,0.87233675,0.44175196,1.9747207,0.07001904,0.15861993,v00013s00001_hw00003
17.251572,0.032284103,0.4569516,0.040795296,0.8875019,0.48364812,1.8350157,0.07985297,0.1808265,v00014s00001_hw00003
15.098181,0.039027173,0.12948725,0.058365505,0.85559005,0.44846904,1.9078017,0.0651619,0.154905,v00015s00001_hw00003
15.281518,0.03901603,0.06427035,0.07362154,0.8788966,0.4587779,1.9157344,0.06873395,0.1565881,v00016s00001_hw00003
15.731901,0.038860932,0.46283874,0.060199823,0.8840585,0.47677314,1.8542539,0.07216117,0.16534522,v00017s00001_hw00003
16.079163,0.039763793,0.2025652,0.04713637,0.90656775,0.4919794,1.8426945,0.07420949,0.17286168,v00018s00001_hw00003
14.725756,0.042143118,0.6403969,0.0752638,0.8777483,0.45168388,1.9432801,0.06718935,0.15513784,v00019s00001_hw00003
17.979246,0.03150249,-0.101414405,0.022445114,0.90495896,0.48038617,1.8838156,0.07666648,0.19281398,v00020s00001_hw00003
13.517454,0.04631083,0.1503098,0.038280595,0.862129,0.45420414,1.898109,0.06470897,0.13538015,v00021s00001_hw00003
18.422451,0.030865323,0.58994627,0.04016261,0.9200597,0.49376792,1.8633444,0.08001763,0.1919051,v00022s00001_hw00003
14.723463,0.050308254,-0.3118898,0.06424853,0.9323776,0.49759275,1.8737764,0.068620086,0.14122513,v00023s00001_hw00003
15.7600975,0.037746362,0.78138036,0.05174256,0.8669745,0.45627052,1.9001325,0.06972759,0.1649086,v00024s00001_hw00003
13.26219,0.05185592,0.28895736,0.038530253,0.88594884,0.4522183,1.9591177,0.063719,0.12304869,v00025s00001_hw00003
14.853313,0.040909678,0.60806596,0.10086957,0.8813228,0.46971598,1.8762888,0.06869906,0.15712605,v00026s00001_hw00003
14.206259,0.046627384,0.32676867,0.069820784,0.8588769,0.45277524,1.8969166,0.06687883,0.13698164,v00027s00001_hw00003
14.887297,0.04794393,0.40589923,0.06665829,0.87885875,0.46074528,1.907472,0.072447784,0.14482291,v00028s00001_hw00003
14.621883,0.043391053,0.21109992,0.023244487,0.88933593,0.4827263,1.8423191,0.06773702,0.14016184,v00029s00001_hw00003
16.056675,0.038010247,0.1493956,0.05996346,0.85413927,0.4536831,1.8826782,0.06884682,0.17243935,v00030s00001_hw00003
17.869967,0.030132797,-2.9553566,0.0045979684,0.914708,0.49906313,1.8328503,0.08539959,0.18060918,v00031s00001_hw00003
14.885187,0.042286903,0.123759896,0.0706955,0.8559469,0.45623165,1.8761234,0.06876986,0.16007237,v00032s00001_hw00003
17.168472,0.032396525,0.43370414,0.03778128,0.8729634,0.4636575,1.8827765,0.0813762,0.17728716,v00033s00001_hw00003
15.935381,0.03908202,0.28079972,0.08718242,0.8786317,0.45947134,1.9122666,0.074568495,0.16565442,v00034s00001_hw00003
18.225021,0.03140758,-0.51511705,0.038515452,0.9325367,0.5094319,1.8305424,0.08363075,0.19057082,v00035s00001_hw00003
15.347877,0.040181395,-0.73267585,0.024160914,0.88129234,0.46552008,1.893135,0.06913214,0.16186541,v00036s00001_hw00003
16.353752,0.038189117,0.40145,0.07866335,0.8836217,0.45319003,1.9497819,0.07124725,0.1767181,v00037s00001_hw00003
16.564032,0.03453916,-0.23259835,0.039027084,0.8677701,0.46744102,1.8564268,0.07683796,0.16648541,v00038s00001_hw00003
15.247303,0.04170362,0.12097445,0.040671635,0.8556763,0.4653237,1.838884,0.06899077,0.15729856,v00039s00001_hw00003
14.326098,0.048655584,-0.3242099,0.037221834,0.8873164,0.46540186,1.9065597,0.067418635,0.13861036,v00040s00001_hw00003
13.312575,0.051037244,0.14390521,0.041028515,0.8827978,0.45492458,1.9405365,0.06181438,0.12882555,v00041s00001_hw00003
16.228456,0.035326064,0.6312717,0.034819562,0.8674502,0.45653033,1.9000932,0.074963346,0.16248615,v00042s00001_hw00003
15.585132,0.039322827,0.26909536,0.08684801,0.8620465,0.45465437,1.896048,0.069990054,0.16795787,v00043s00001_hw00003
14.2118845,0.047436144,-0.64867514,0.023368878,0.9008309,0.45820123,1.9660159,0.067293264,0.13197123,v00044s00001_hw00003
13.900333,0.048178572,0.044475142,0.053274304,0.89802253,0.45595112,1.9695587,0.063713014,0.1400396,v00045s00001_hw00003
17.402565,0.03357585,0.010163767,0.05621183,0.8915079,0.48194608,1.8498085,0.07717409,0.18638207,v00046s00001_hw00003
13.590859,0.051836412,-0.203112,0.03428653,0.87384605,0.45945096,1.9019355,0.06311294,0.13003618,v00047s00001_hw00003
16.589842,0.036018573,0.6199306,0.08633792,0.8772929,0.45688772,1.9201498,0.07648446,0.17697053,v00048s00001_hw00003
15.860559,0.036677603,0.06726292,0.04981471,0.8629768,0.44564265,1.9364771,0.07318614,0.15991981,v00049s00001_hw00003
15.69297,0.03932745,-0.005576889,0.05018456,0.8992711,0.46483245,1.9346133,0.07404319,0.15590511,v00050s00001_hw00003
15.2077675,0.0396341,0.5028353,0.050283067,0.84820855,0.43771052,1.93783,0.07177212,0.1489754,v00051s00001_hw00003
13.346433,0.05129025,0.02354809,0.05211839,0.8724396,0.45934537,1.8993108,0.06006956,0.13314424,v00052s00001_hw00003
20.030037,0.026676368,-1.2797335,0.027498486,0.9432242,0.5238997,1.8003908,0.09529088,0.20086908,v00053s00001_hw00003
16.562426,0.03512093,-0.106832355,0.048858836,0.8766717,0.47599572,1.8417637,0.076911464,0.17043702,v00054s00001_hw00003
17.387314,0.032441333,-1.1674646,0.013720013,0.8885001,0.48108345,1.8468732,0.084271125,0.17661612,v00055s00001_hw00003
15.244312,0.041412216,0.16217539,0.048036102,0.88017,0.47445962,1.8550999,0.07172173,0.14901575,v00056s00001_hw00003
21.118095,0.025530381,-1.8125739,0.02456555,0.97907335,0.5612854,1.7443415,0.097315505,0.21377018,v00057s00001_hw00003
15.338054,0.039847307,0.17927718,0.06896924,0.862427,0.46010238,1.8744241,0.07036744,0.15493046,v00058s00001_hw00003
15.695685,0.04389309,-0.25276157,0.048366804,0.92329496,0.48468542,1.9049366,0.07579492,0.15146013,v00059s00001_hw00003
15.3689575,0.03737746,0.26684982,0.08141623,0.86031866,0.46008503,1.8699123,0.07203265,0.16517185,v00060s00001_hw00003
14.762899,0.045418594,0.29664087,0.063444614,0.87664634,0.4730239,1.8532813,0.06939222,0.14428729,v00061s00001_hw00003
18.313168,0.03005167,0.2851448,0.022256093,0.8973402,0.49287346,1.82063,0.08928883,0.18167272,v00062s00001_hw00003
15.682772,0.034352973,0.11378587,0.073063016,0.85153043,0.45693552,1.8635681,0.07258524,0.16499472,v00063s00001_hw00003
19.304317,0.028101763,-1.0636319,0.017094297,0.91555923,0.51512635,1.7773489,0.09218296,0.1880066,v00064s00001_hw00003
13.917143,0.05222338,-0.9426574,0.032801732,0.8915075,0.49376732,1.8055215,0.06534699,0.13725613,v00065s00001_hw00003
13.923523,0.049728565,0.040341225,0.055596072,0.9106126,0.45265925,2.0116956,0.069816805,0.13334976,v00066s00001_hw00003
16.408339,0.03535708,0.44178244,0.07311266,0.8757386,0.46692896,1.8755286,0.07660356,0.17037734,v00067s00001_hw00003
16.122856,0.03598834,0.077433914,0.059436943,0.8617396,0.472476,1.8238801,0.073224075,0.16318707,v00068s00001_hw00003
16.428146,0.03566788,-0.39330846,0.040221326,0.88615763,0.46948373,1.8875151,0.07140059,0.16950645,v00069s00001_hw00003
17.751911,0.032508276,0.42290184,0.032674327,0.899288,0.4747199,1.8943549,0.08026423,0.18629472,v00070s00001_hw00003
14.853631,0.041359782,0.33539164,0.079458036,0.8529081,0.4462983,1.9110718,0.064911485,0.1653906,v00071s00001_hw00003
18.826416,0.02933747,-0.9308658,0.03762285,0.9236604,0.50880504,1.8153523,0.09049046,0.18638149,v00072s00001_hw00003
14.74211,0.043928884,0.22025129,0.052867815,0.8848087,0.4575712,1.9337071,0.068986304,0.15128577,v00073s00001_hw00003
14.486637,0.04087721,-0.005111083,0.04132131,0.87600803,0.43934214,1.9939085,0.06871745,0.14741825,v00074s00001_hw00003
17.805294,0.031516504,0.27777827,0.017602954,0.9054042,0.48692182,1.8594447,0.0851603,0.1933804,v00075s00001_hw00003
15.749227,0.037339598,0.52966756,0.07573974,0.88660693,0.45098358,1.9659406,0.07213158,0.17197923,v00076s00001_hw00003
15.936493,0.03736808,0.5905523,0.07173272,0.89683145,0.45747766,1.960383,0.0732696,0.1607038,v00077s00001_hw00003
16.921423,0.044600587,-0.24929589,0.07449545,0.9634472,0.5462273,1.7638211,0.07873758,0.15721416,v00078s00001_hw00003
17.2322,0.031880267,0.6500318,0.016382635,0.90608317,0.49441123,1.8326509,0.0759928,0.1760563,v00079s00001_hw00003
16.354794,0.038444124,-0.083869554,0.07344566,0.90935355,0.46888953,1.939377,0.07535594,0.16486086,v00080s00001_hw00003
16.024569,0.038065426,-0.077902794,0.05746087,0.89627975,0.45065776,1.9888258,0.07147049,0.17253123,v00081s00001_hw00003
15.256117,0.040936366,-0.16281396,0.052848987,0.90687996,0.4573105,1.9830726,0.070486605,0.16368409,v00082s00001_hw00003
15.456614,0.04516991,-0.38709468,0.06473667,0.92917365,0.49548715,1.875273,0.07535978,0.14753364,v00083s00001_hw00003
17.483921,0.032216735,1.3148255,0.041669957,0.9250278,0.50912267,1.8169055,0.08305507,0.17539686,v00084s00001_hw00003
