F1_in_air_time;F2_on_paper_time;F3_total_time;F4_stroke_count;duty_cycle;path_length;median_speed;p95_speed;stop_ratio;straightness;dominant_angle;direction_concentration;mean_pressure;width;height;aspect_ratio;ink_density;id
12597;9413;22010;19;0.4276692412539755;20190651.0;352.831.115.292.242;1.226.126.989.994.970;0.13959889893826188;0.0002125751371413288;-7.581.607.268.840.580;0.7845610258486208;4.464.756.195.043.960;6610;7170;0.9218967921896792;0.5367006264402179;u00031s00001_hw00006
9682;12161;21843;24;0.5567458682415419;1452950.0;2.25;8.090.997.878.936.300;0.1332868108862526;0.0008488613875177413;177.425.157.819.996;15.374.893.909.587.400;4.643.285.891.089.100;4758;4523;10.519.566.659.296.900;0.08458587661243741;u00032s00001_hw00006
38329;30718;69047;57;0.4448853679377815;48371053.0;24.558.603.380.485.600;10.016.313.224.547.400;0.1710290426676228;2,16E+11;-1.857.454.759.481.000;13.760.293.632.467.200;6.633.800.882.785.670;6398;5871;1.089.763.243.059.100;15.969.612.703.888.700;u00033s00001_hw00006
21418;14616;36034;30;0.4056169173558306;25346182.0;3.013.574.729.961.280;15.364.909.660.716.800;0.1488274901323427;2,41E+11;14.276.874.147.405.200;37.458.161.391.124.200;452.062.306.900.103;6606;5572;1.185.570.710.696.330;0.8065609279438164;u00034s00001_hw00006
7693;6665;14358;21;0.46420114222036496;1171496.0;34.404.555.939.406.500;9.785.136.656.626.530;0.09119496855345911;0.0015672626611775325;2.968.984.939.704.540;2.633.719.743.272.250;3.843.322.033.898.300;4424;4593;0.963204876986719;0.07322005134983797;u00035s00001_hw00006
11289;12544;23833;25;0.526329039566987;67536896.0;3.659.320.292.076.110;16.714.285.714.285.700;0.14280856851411083;6,38E+10;-12.295.201.583.789.800;56.285.553.410.185.500;6.250.803.839.232.150;8030;8670;0.9261822376009228;12.260.502.188.670.100;u00036s00001_hw00006
10850;8926;19776;22;0.45135517799352753;6325370.0;35.746.859.919.303.500;1.243.427.602.560.920;0.1045958795562599;0.00032871425449721033;5.874.036.630.706.710;31.745.269.860.792.800;4.135.337.268.128.160;6456;7262;0.8890112916551914;0.17103098463483973;u00037s00001_hw00006
6671;7572;14243;22;0.5316295724215404;2475476.0;47.467.082.451.262.800;1.270.544.516.980.380;0.12322015334063527;0.0015995353396938644;-21.212.332.327.004.200;3.487.784.154.640.680;4.594.985.104.270.100;6398;6211;10.301.078.731.283.200;0.081401359946953;u00038s00001_hw00006
8875;6786;15661;22;0.43330566375071833;65217209.0;6.248.265.065.322.580;2.145.652.215.881.240;0.1009448035803083;5,69E+10;15.863.808.379.799.400;12.624.829.931.174.600;45.228.935.698.447.800;9106;9285;0.9807215939687668;0.9868100952571998;u00039s00001_hw00006
12353;9685;22038;24;0.4394681913059261;214576067.0;4.543.195.461.346.560;1.780.563.347.973.230;0.11816283924843424;2,50E+11;1.937.631.272.883.700;2.839.432.568.207.330;4.693.177.933.177.930;9635;11050;0.8719457013574661;25.974.347.870.075.300;u00040s00001_hw00006
23977;7980;31957;24;0.24971054854961355;10739533.0;32.244.380.122.388.400;15.358.106.214.558.000;0.09100877192982457;0.0003334617431052662;3.731.386.099.833.600;7.353.512.763.997.130;39.186.603.773.584.900;6010;5561;10.807.408.739.435.300;0.4125010934731061;u00041s00001_hw00006
7538;12100;19638;22;0.6161523576738975;1436427.0;24.906.073.556.464.000;76.383.150.856.240.100;0.13831417624521072;0.001582797885849595;13.513.812.807.037.500;767.998.701.564.801;5.603.376.865.671.640;4189;4059;10.320.275.930.032.000;0.09676148157069953;u00042s00001_hw00006
7149;8443;15592;20;0.5414956387891227;7490707.0;47.487.914.681.699.000;1.302.790.808.484.160;0.13225963884821865;0.0005452224325918218;52.352.648.458.376.900;16.926.851.203.704.200;29.379.233.511.586.400;6559;7259;0.9035679845708775;0.19864562459334859;u00043s00001_hw00006
10566;5898;16464;20;0.35823615160349853;1723314.0;25.714.285.714.285.700;10.653.907.661.473.400;0.10328638497652583;0.0009554772838887812;-48.576.131.808.394.500;572.235.024.192.509;4.523.882.503.192.840;5492;4981;11.025.898.413.973.000;0.0800078386895739;u00044s00001_hw00006
10528;9089;19617;19;0.4633226283325687;1495853.0;22.857.142.857.142.800;9.056.960.976.839.190;0.12366230677764566;0.001312576675685402;-22.750.362.261.538.000;11.877.928.349.914.600;5.650.745.033.112.580;4736;4082;1.160.215.580.597.740;0.10131294774301708;u00045s00001_hw00006
9331;11356;20687;23;0.5489437811185769;16253651.0;3.5;1.124.589.537.061.730;0.1284748309541698;0.0002169825717157637;5.103.815.581.282.820;26.083.110.715.230.000;6.865.235.255.135.850;5492;5966;0.9205497820985585;0.6249435898824021;v00006s00001_hw00006
22951;12752;35703;21;0.3571688653614542;86031897.0;29.433.420.292.901.600;10.923.231.371.468.700;0.16186186186186186;4,28E+10;-27.545.820.961.291.400;7.955.480.593.377.960;43.542.671.394.799.000;7353;7614;0.9657210401891253;19.594.376.649.502.400;v00007s00001_hw00006
8690;6571;15261;22;0.4305746674529847;4624625.0;35.388.467.445.739.000;16.074.983.028.638.300;0.13452914798206278;0.0006326546088774906;3.177.750.364.406.300;11.859.405.235.663.700;6.244.902.634.593.350;5022;5744;0.8743036211699164;0.20236886161916934;v00008s00001_hw00006
17940;12618;30558;20;0.41291969369723147;46122279.0;28.559.149.146.989.600;10.679.629.360.836.300;0.18818724473766887;9,74E+10;23.192.769.500.500.900;862.648.636.205.072;5.766.521.479.713.600;7143;6644;1.075.105.358.217.940;1.197.303.303.618.940;v00009s00001_hw00006
35013;20100;55113;39;0.3647052419574329;74827324.0;2.0;1.006.750.353.075.770;0.19848101265822785;2,30E+11;-9.475.813.023.539.810;8.807.632.498.857.210;6.076.119.850.187.260;4285;5656;0.7576025459688827;3.786.699.046.302.710;v00010s00001_hw00006
14862;15012;29874;21;0.5025105442860012;14354714.0;2.019.436.802.675.430;7.504.773.827.822.040;0.1445196211096076;0.00018062730156945294;-10.539.458.783.599.300;19.898.844.087.622.200;5.150.867.602.808.420;3647;3819;0.9549620319455355;13.105.616.391.193.600;v00011s00001_hw00006
28602;24032;52634;30;0.4565869969981381;390786985.0;25.495.097.567.963.900;9.970.792.525.136.190;0.15077926785067053;1,30E+10;-30.314.600.521.714.100;2.069.226.361.743.680;43.768.640.350.877.100;9255;7454;12.416.152.401.395.200;7.946.562.124.547.130;v00012s00001_hw00006
45775;13201;58976;26;0.22383681497558328;113275079.0;0.9100137361600648;13.047.987.470.991.600;0.23967774420946628;3,87E+10;-5.293.733.636.068.290;1.538.647.020.084.610;5.941.267.123.287.670;7119;7823;0.9100089479739231;2.633.171.194.956.660;v00013s00001_hw00006
23362;28397;51759;20;0.548638884058811;36874516.0;2.045.403.009.039.470;7.592.961.294.810.460;0.1645615961925682;8,81E+10;12.180.361.244.284.900;1.224.533.121.283.570;6.367.562.913.907.280;5146;5510;0.9339382940108893;16.650.608.571.362.600;v00014s00001_hw00006
23529;10915;34444;24;0.3168911856927186;18003242.0;2.907.425.837.403.250;9.285.262.596.185.180;0.12551375276636104;0.00019520551267817273;-2.896.129.095.699.910;9.392.728.021.945.620;6.043.013.793.103.440;5947;6252;0.9512156110044786;0.6012983768902798;v00015s00001_hw00006
29430;18646;48076;36;0.3878442466095349;28271170.0;4.155.192.534.648.660;13.150.928.578.944.100;0.12031098153547133;0.00019154160120718353;-1.152.572.988.650.950;4.893.822.003.468.600;4.613.625.353.249.890;8896;9995;0.8900450225112556;0.3987596563158427;v00016s00001_hw00006
14819;9538;24357;28;0.39159173954099435;103668965.0;31.868.871.959.954.900;13.544.046.518.644.600;0.11895234630774827;4,92E+11;16.064.891.990.301.700;48.650.485.402.843.700;5.426.210.443.037.970;8572;8433;1.016.482.864.935.370;21.376.041.070.451.100;v00017s00001_hw00006
31130;13701;44831;23;0.3056144185942763;73436308.0;2.125;10.665.364.431.444.500;0.1760355029585799;5,46E+11;25.301.324.907.376.900;17.290.984.828.488.600;4.898.096.809.680.960;5132;5732;0.895324494068388;3.077.716.349.578.680;v00018s00001_hw00006
18737;14519;33256;35;0.43658287226365167;42646177.0;35.355.339.059.327.300;1.562.883.758.166.300;0.13069120075489501;0.00011459686694865853;-914.850.395.097.789;6.505.794.794.692.240;5.043.234.836.702.950;6457;6534;0.9882154882154882;12.899.674.353.086.400;v00019s00001_hw00006
16462;8545;25007;21;0.34170432278961893;69848896.0;4.715.638.140.157.000;14.035.774.382.368.300;0.12458471760797342;5,72E+10;8.292.439.440.394.060;6.373.858.701.652.490;4.915.608.465.608.460;8273;7489;11.046.868.740.819.800;1.463.804.749.376.470;v00020s00001_hw00006
17526;13861;31387;21;0.44161595565042855;69710188.0;29.450.754.468.697.500;9.928.859.733.882.530;0.14055299539170507;4,58E+11;3.161.860.560.620.930;25.767.866.474.140.000;46.676.643.128.734.300;6886;7182;0.9587858535226956;1.754.416.879.181.400;v00021s00001_hw00006
23324;8563;31887;30;0.2685420390754853;46601109.0;24.748.737.341.529.100;9.256.327.246.118.290;0.13959484346224676;6,35E+10;-928.449.025.537.213;56.667.339.164.981.000;43.303.163.444.639.700;4299;4226;1.017.274.017.983.900;33.110.788.655.703.700;v00022s00001_hw00006
17912;12372;30284;21;0.40853255844670455;14515844.0;1.863.674.196.839.300;8.133.446.225.591.060;0.1492452292794076;0.00017634203727718038;22.664.466.643.613.800;29.701.620.391.327.900;5.625.930.656.934.300;5544;5139;10.788.091.068.301.200;0.6407600990213647;v00023s00001_hw00006
20314;11428;31742;34;0.36002772352088713;13660967.0;30.220.540.745.052.900;13.306.433.443.807.400;0.12453133369041243;0.000344408942073544;31.158.365.332.316.000;43.237.873.221.201.000;5.329.591.298.615.680;8024;7461;10.754.590.537.461.400;0.2898238343754089;v00024s00001_hw00006
11017;9946;20963;22;0.4744549921289892;3593051.0;23.041.941.640.614.000;9.998.710.383.129.440;0.14897798742138366;0.0007251652689692788;13.708.519.298.549.900;0.3539870282981826;4.748.177.004.538.570;4163;3957;10.520.596.411.422.700;0.2773092585285568;v00025s00001_hw00006
12494;10926;23420;22;0.46652433817250216;69258765.0;4.330.710.343.015.790;1.483.548.345.532.630;0.14397905759162305;6,98E+10;-18.783.268.429.657.400;10.329.402.543.914.900;5.337.169.421.487.600;8687;8479;1.024.531.194.716.350;11.970.687.539.520.900;v00026s00001_hw00006
13273;14407;27680;27;0.5204841040462428;24127931.0;25.155.764.746.872.600;10.448.507.246.237.800;0.13792010145846545;0.00018010408670880018;6.926.696.216.376.280;0.2196133910725798;4.331.667.537.898.580;7337;7100;1.033.380.281.690.140;0.5801374278999316;v00027s00001_hw00006
27190;13693;40883;43;0.334931389575129;52697175.0;40.945.848.385.398;1.462.984.275.394.900;0.12652337691114557;8,19E+09;-31.946.052.321.878.900;13.002.192.198.123.800;35.612.046.204.620.400;7812;7681;1.017.055.070.954.300;11.055.265.391.729.000;v00028s00001_hw00006
12795;13763;26558;26;0.5182242638752919;34671604.0;2.576.941.016.011.030;8.672.906.817.137.720;0.16783216783216784;0.00011138280637742683;35.372.288.017.422;29.912.375.751.127.300;6.816.022.975.929.970;5984;6027;0.9928654388584702;1.169.613.898.863.670;v00029s00001_hw00006
16265;9071;25336;19;0.3580281023050205;3079476.0;2.080.414.622.136.650;10.446.818.870.763.100;0.20231585718880668;0.0008185829722129078;9.184.819.136.489.560;976.047.782.648.651;7.353.875.518.672.190;5366;5497;0.9761688193560124;0.13083467394423837;v00030s00001_hw00006
24517;13068;37585;26;0.34769189836370895;67054435.0;2.0;11.256.420.010.151.400;0.18206521739130435;5,02E+10;15.100.747.191.271.000;1.600.052.467.602.430;3.711.701.268.742.790;6805;6935;0.9812545061283345;17.597.450.525.074.600;v00031s00001_hw00006
15025;13114;28139;25;0.46604356942322045;11670103.0;28.559.149.146.989.600;11.816.967.471.654.800;0.12991618310767247;0.00026307710974176;31.463.018.776.387.800;7.030.121.466.367.030;48.314.695.752.009.100;6100;5870;1.039.182.282.793.860;0.41214696939389;v00032s00001_hw00006
15495;9206;24701;29;0.3726974616412291;6877885.0;2.582.096.956.310.860;7.216.403.903.538.070;0.12384716732542819;0.0003315106784559817;824.811.013.172.842;2.329.441.913.468.670;43.836.497.545.008.100;3478;4570;0.7610503282275711;0.5522161939263474;v00033s00001_hw00006
17355;15814;33169;21;0.4767704784588019;10168087.0;25.310.570.914.145.700;6.142.857.142.857.140;0.1031676838128451;0.0003733881688797257;-7.688.130.406.797.170;11.860.618.713.534.200;6.232.211.126.961.480;5363;5605;0.9568242640499554;0.42815210765103756;v00034s00001_hw00006
9583;11183;20766;23;0.5385245112202639;24438304.0;5.239.177.377.397.780;21.531.322.472.735.300;0.09169811320754717;0.00020744386011413202;-1.610.591.366.745.680;5.952.092.703.467.230;5.729.118.438.761.770;7419;6877;10.788.134.360.913.100;0.6019563881149649;v00035s00001_hw00006
10621;9148;19769;21;0.46274470130001516;18371430.0;34.300.588.784.949.000;1.278.447.506.575.560;0.0968013468013468;0.00018986084343576036;2.465.709.939.137.890;15.123.247.284.471.900;43.534.567.901.234.500;5336;5950;0.8968067226890756;0.7588736696373202;v00036s00001_hw00006
29480;16500;45980;27;0.3588516746411483;1480995.0;12.747.548.783.981.900;6.441.230.539.041.470;0.2160737812911726;0.0013798831257274002;19.922.318.135.295.800;2.806.993.546.499.180;5.392.910.583.941.600;3463;3365;10.291.233.283.803.800;0.15912255594020155;v00037s00001_hw00006
15374;11786;27160;30;0.43394698085419736;108493860.0;3.760.402.239.122.830;14.496.054.504.674.200;0.10178282009724474;5,09E+10;-3.662.947.224.683.090;7.828.621.450.128.160;26.999.936.143.039.500;7596;9205;0.8252036936447583;19.728.801.816.607.200;v00038s00001_hw00006
32497;12178;44675;27;0.27259093452714045;75861639.0;14.630.874.888.399.500;9.009.915.159.870.280;0.21480843736547567;3,29E+11;-9.094.278.383.645.860;13.456.583.757.991.700;3.454.870.049.504.950;4661;5662;0.8232073472271282;3.791.638.188.968.590;v00039s00001_hw00006
22044;11235;33279;27;0.33760028847020646;86811131.0;3.875;11.145.931.195.561.800;0.10433689503456946;8,81E+08;-10.268.354.095.316.900;0.7764664642877809;4.124.892.761.394.100;7978;8421;0.9473934212088826;17.387.957.943.442.100;v00040s00001_hw00006
16240;12551;28791;27;0.43593484074884514;10947749.0;2.531.435.020.952.760;899.009.508.264.928;0.18949286365016701;0.0003089241810130849;-27.846.681.850.651.300;4.897.634.132.622.050;4.750.599.880.023.990;5177;5662;0.9143412221829742;0.4700858005692557;v00041s00001_hw00006
13275;10075;23350;24;0.43147751605995716;56401772.0;3.843.892.584.878.200;12.707.894.111.151.200;0.11714391967274079;0.00010638768848395439;4.405.104.549.263.270;23.297.054.858.073.900;2.564.887.892.376.680;8137;8034;10.128.205.128.205.100;10.917.801.717.811.800;v00042s00001_hw00006
18301;9398;27699;23;0.33929022708401024;28922408.0;2.874.972.271.249.860;11.505.795.721.053.600;0.12157648630594522;0.00017351445764252616;9.574.527.552.973.260;21.542.031.782.634.300;5.467.056.936.647.950;6748;7086;0.952300310471352;0.7957373379690251;v00043s00001_hw00006
10254;6611;16865;26;0.39199525644826566;69782325.0;5.004.685.061.336.280;22.132.436.033.042.300;0.10635838150289018;9,23E+10;7.106.479.442.203.750;0.6294561248721345;5.252.976.054.732.040;8618;8609;10.010.454.175.862.400;11.901.715.469.891.300;v00044s00001_hw00006
18125;13921;32046;30;0.4344067902390314;117664174.0;3.487.587.318.781.050;10.898.601.329.908.300;0.12087591240875913;3,93E+11;-150.482.002.894.526;18.213.715.204.264.300;4.951.157.382.368.840;7539;7147;10.548.481.880.509.300;27.954.522.034.128.000;v00045s00001_hw00006
20350;13117;33467;22;0.39193832730749695;94014622.0;237.761.671.101.332;9.533.926.898.366.920;0.15112192484455259;6,66E+10;918.824.972.496.696;5.014.032.133.898.710;597.288.748.564.868;8556;7879;10.859.246.097.220.400;17.547.272.956.827.900;v00046s00001_hw00006
25811;11649;37460;27;0.3109717031500267;88798072.0;3.571.428.571.428.570;12.028.151.505.312.400;0.11982705373687462;5,26E+09;15.341.620.485.129.800;17.413.077.909.076.000;43.017.517.776.341.300;5937;6351;0.9348134152102031;302.114.930.383.026;v00047s00001_hw00006
25693;12566;38259;35;0.32844559450064037;32683811.0;384.654.629.081.036;12.115.292.730.546.800;0.11913608917789131;0.0001599486995291263;5.218.640.150.097.280;2.720.346.685.813.780;40.852.909.418.116.300;7396;6978;1.059.902.550.874.170;0.8131977300943454;v00048s00001_hw00006
16012;14212;30224;24;0.47022233986236106;10093954.0;25.031.230.493.125.900;1.005.833.462.879.120;0.15862255965292843;0.00048164223936523494;13.263.735.399.542.400;18.300.215.255.421.600;47.682.053.996.823.700;6490;7382;0.8791655377946356;0.264910025776094;v00049s00001_hw00006
24578;21790;46368;26;0.4699361628709455;4981811.0;20.348.525.745.124.600;9.305.472.126.383.870;0.18060135790494666;0.00048183083955154595;16.029.372.801.679.100;17.861.454.867.866.000;5.294.502.762.430.930;3988;3759;10.609.204.575.685.000;0.4070991236127552;v00050s00001_hw00006
37720;15855;53575;33;0.29594027064862344;70888048.0;24.948.927.423.675.600;1.409.620.224.288.420;0.1995633982172094;5,42E+10;-4.305.005.404.762.660;6.971.396.680.816.030;4.712.330.327.479.820;6360;6534;0.9733700642791552;2.122.141.195.548.600;v00051s00001_hw00006
41659;15624;57283;38;0.272751077981251;58570075.0;15.714.285.714.285.700;10.475.218.636.615.100;0.1908307782157979;9,20E+10;12.059.428.949.478.500;211.510.567.937.266;38.505.306.319.343.900;9152;9655;0.9479026411185913;0.8252606799578506;v00052s00001_hw00006
14280;7631;21911;19;0.34827255716306876;5297505.0;24.285.714.285.714.200;922.458.159.073.759;0.15868477483917084;0.0007581432289103881;-1.725.835.979.688.850;253.171.575.046.056;6.459.901.283.316.880;5248;5518;0.9510692279811526;0.23424681693808733;v00053s00001_hw00006
21566;12355;33921;29;0.36422864891954837;82423903.0;3.257.644.071.711.820;11.888.083.555.066.500;0.11707445409102868;3,71E+11;4.266.753.649.008.000;19.883.798.790.452.300;4.310.548.780.487.800;5043;6847;0.7365269461077845;3.111.947.481.331.550;v00054s00001_hw00006
31192;18777;49969;31;0.3757729792471332;159215037.0;2.885.849.095.153.790;11.490.011.657.802.500;0.18589193825042882;2,57E+11;-3.154.628.708.988.310;7.257.590.719.764.060;5.293.513.838.748.490;7461;7905;0.9438330170777989;3.399.855.669.257.740;v00055s00001_hw00006
31518;18910;50428;40;0.374990084873483;130565167.0;1.406.979.685.970.870;7.857.207.786.842.140;0.20830188679245282;1,90E+11;-4.465.541.890.164.540;9.618.965.928.914.130;3.297.449.263.828.090;3448;3782;0.9116869381279746;12.259.066.277.508.000;v00056s00001_hw00006
20004;13452;33456;24;0.4020803443328551;13172213.0;1.75;8.905.668.369.759.310;0.19581125410042896;0.00023021768481741716;-11.501.344.181.484.100;705.156.877.180.139;37.686.050.420.168.000;5190;5981;0.8677478682494566;0.5405169300997797;v00057s00001_hw00006
22865;12187;35052;27;0.3476834417436951;44343312.0;2.375;9.584.212.973.662.110;0.15719752722990873;6,87E+10;3.135.783.291.478.000;5.191.400.598.423.340;6.873.953.057.442.860;5690;6223;0.9143499919652901;15.546.927.511.115.400;v00058s00001_hw00006
