F1_in_air_time,F2_on_paper_time,F3_total_time,F4_stroke_count,duty_cycle,path_length,median_speed,p95_speed,stop_ratio,straightness,dominant_angle,direction_concentration,mean_pressure,width,height,aspect_ratio,ink_density,id
10453,16752,27205,37,0.6157691600808675,28058213.0,4.142857142857143,13.211812307819669,0.09482517482517483,0.0012532109691886768,-52.95361660976961,57.165860486475964,490.99730458221023,2366,35147,0.06731726747659829,0.44804132909561883,u00016s00001_hw00007
28107,17555,45662,63,0.3844553458017608,583029190.0,4.192627457812105,13.066441655102839,0.14444647091008572,1.6378865220837286e-05,-31.856336447776606,54.46883032151291,455.3343347639485,2833,24233,0.11690669747864482,10.62191186335097,u00017s00001_hw00007
13198,14232,27430,53,0.5188479766678818,7506428.0,6.125637688710711,16.456243134108338,0.09415384615384616,0.004458433243249523,-75.66763943676882,61.03520209115795,634.0291005291006,3244,33911,0.09566217451564389,0.09858541735446355,u00018s00001_hw00007
12181,16624,28805,56,0.5771220274257941,25447649.0,4.2019340784929025,12.85915178356141,0.09151370045224794,0.0012220038288554436,-39.27701542736908,13.590019445258223,233.85701275045537,1574,31156,0.05051996405186802,0.7196774529039653,u00019s00001_hw00007
9732,13528,23260,43,0.5815993121238177,14028211.0,5.900536122303823,20.969480701718737,0.08121827411167512,0.002491896123372096,-70.79712146026988,98.11023408020758,385.5778642936596,3500,34956,0.10012587252546058,0.15392398572594856,u00020s00001_hw00007
12848,16095,28943,50,0.5560930103997512,26217877.0,3.6507704666275584,11.964843938812072,0.09289617486338798,0.0011798446132192362,-57.897923613991836,33.65137639425853,196.46478873239437,1612,31032,0.05194637793245682,0.8213424027069028,u00021s00001_hw00007
11237,18934,30171,26,0.6275562626363064,1199220041.0,6.497215305202045,20.057385498508822,0.10854379365932294,8.899816791068064e-06,-53.04733196321795,21.740348607202097,420.4360095389507,4281,34360,0.12459254947613504,10.33883295683121,u00022s00001_hw00007
9606,13471,23077,36,0.5837413875287082,439520355.0,6.285714285714286,20.391801355662885,0.0740058910162003,2.821871268655949e-05,-79.7999420612392,119.37302313267791,520.6871508379888,4192,33122,0.12656240565183263,4.486734893558265,u00023s00001_hw00007
19576,13407,32983,46,0.4064821271564139,12603247.0,3.7170319517879107,15.94441876632442,0.15980420385833574,0.002278551478852777,-14.645325385182817,24.072339650986176,589.8331460674158,2614,28841,0.09063486009500364,0.2153990318325431,u00024s00001_hw00007
14008,18529,32537,40,0.5694747518210038,872281901.0,6.4347688381168755,14.954287776172851,0.07466464186281954,1.6945791546517443e-05,-69.12166877601268,86.62555428787834,405.9222629222629,3891,32255,0.12063246008370795,9.5373757535044,u00025s00001_hw00007
8427,12837,21264,45,0.603696388261851,20241289.0,5.886955919658308,14.323314709940275,0.09809485204702068,0.001555692536950205,-72.83617043430753,55.05501132571596,446.05882352941177,1760,31815,0.05531981769605532,0.4588449332554613,u00026s00001_hw00007
7891,15740,23631,36,0.6660742245355676,14381649.0,5.578749768504753,13.286698275816299,0.06395153147088523,0.0023514699743533447,-80.20630717008517,61.54318510269131,389.4521988527725,1997,33956,0.05881140299210744,0.2593823558953095,u00027s00001_hw00007
14777,18935,33712,57,0.5616694352159468,14620289.0,5.177462841769328,11.977051834844866,0.0917941585535466,0.0023433258083913936,-73.06560517147068,38.07800868581242,469.6779324055666,2046,34694,0.05897273303741281,0.24323365060056973,u00028s00001_hw00007
10126,17196,27322,37,0.62938291486714,10335823.0,4.2618382543360855,14.306373509418588,0.0906515580736544,0.0033168503421019124,-62.316741873047306,67.52123758752109,409.6039387308534,2677,34380,0.0778650378126818,0.1552870037981814,u00029s00001_hw00007
9806,11340,21146,45,0.5362716352974558,213921398.0,4.976763435720056,18.266750216152214,0.10226385636221702,0.00014427013645004815,-56.274532974593775,98.43988216474196,389.5036691127418,1874,30980,0.0604906391220142,4.279461021890685,u00030s00001_hw00007
10334,14306,24640,37,0.5806006493506494,20801115.0,5.0,17.083196293625793,0.11832427246562201,0.0014074333235731833,-53.544226468670395,65.12304320553181,465.59,4559,29225,0.15599657827202737,0.3897671812132771,u00031s00001_hw00007
16127,17239,33366,45,0.5166636696037883,1226591929.0,4.219729966132508,13.043761580768036,0.09509946627850557,4.359905642207637e-06,-78.3567583181195,89.1797989481877,405.16113537117906,3637,34622,0.1050488128935359,14.19509025560705,u00032s00001_hw00007
14913,15598,30511,45,0.5112254596702829,983847808.0,6.569341671735456,15.836537448803226,0.0947238506633755,8.054050437698929e-06,-60.94290045701809,91.71732411857928,625.976833976834,5255,32149,0.16345765031571743,9.575256015675176,u00033s00001_hw00007
13301,17918,31219,41,0.5739453537909607,75881635.0,5.0,15.796450659379046,0.08632721633497027,0.0004202331475161173,-68.14976624269292,61.429802859951764,381.05963880722385,2201,31902,0.06899253965268635,1.2998117874372863,u00034s00001_hw00007
17607,20779,38386,26,0.5413171468764654,570305992.0,4.914900812834375,16.169512206618975,0.10708362947168917,3.747720477831493e-05,-62.53813291679114,103.62858351700089,302.5784136182543,4365,32012,0.1363551168311883,5.36680657200013,u00035s00001_hw00007
18645,15946,34591,55,0.4609869619265127,22491845.0,3.5564640155107,10.433852214724032,0.10627431906614786,0.0013988179926165284,-38.30395509864686,156.01253294681305,391.6291922531885,3167,31570,0.10031675641431739,0.4254309033136634,u00036s00001_hw00007
8610,13153,21763,32,0.6043743969121904,19240828.0,5.939802185258361,19.07589320981628,0.07323232323232323,0.0018209304779449559,-71.38093213659782,75.10251064774286,283.8266590389016,2810,35004,0.08027653982402011,0.22931492040778736,u00037s00001_hw00007
11330,13764,25094,30,0.5484976488403602,18650342.0,6.063466417817452,19.976548750972977,0.08391098139365195,0.0018569647039008617,-75.54724459673862,44.095683743001985,444.94751230180424,2595,35513,0.07307183284994227,0.22944162326639575,u00038s00001_hw00007
11878,13016,24894,48,0.5228569133124448,10111866.0,4.550068680800324,10.74394881930558,0.09967213114754099,0.0032059358701083023,-51.52879168058744,164.50292024551467,412.3555684454756,1594,32428,0.04915505119032935,0.24407565890529812,u00039s00001_hw00007
5717,12817,18534,35,0.6915398726664509,7935058.0,8.16312678886011,17.383230691891466,0.06552006552006552,0.003960203652613742,-79.51670916448602,53.54427862876171,349.0293599530241,2463,31491,0.07821282271125084,0.13201308568691314,u00040s00001_hw00007
13057,16050,29107,37,0.551413749269935,1253809368.0,5.055937104039171,15.995213821093367,0.08819345661450925,1.3393313052156079e-05,-67.2176367358787,138.26756657210845,249.90248476324425,4744,29931,0.15849787845377702,14.024523000599558,u00041s00001_hw00007
15603,17754,33357,31,0.5322421081032467,29502072.0,2.8464084064530395,9.428659359421754,0.10137412496759139,0.0009628142322928329,-56.303503137277936,149.16091585940822,406.12335735481133,1369,28894,0.04738007890911608,0.913349583003157,u00042s00001_hw00007
7436,13564,21000,29,0.6459047619047619,531869374.0,5.779814010848446,18.575160389939644,0.0766859344894027,3.2854801667426975e-05,-71.00039434074175,161.30383995334608,270.6095396561287,4880,28804,0.16942091376197752,5.693902498439653,u00043s00001_hw00007
5898,12934,18832,17,0.6868096856414614,30853840.0,4.400834800214104,15.037804067233692,0.07824989482541019,0.0010444060076541303,-73.52280097626014,134.8233941079197,654.7279069767442,3531,32274,0.10940695296523517,0.4172604393480122,u00044s00001_hw00007
86061,16137,102198,30,0.15789937180766747,549559550.0,4.469514025650494,15.21888609264942,0.09521028037383178,1.9294788562988577e-05,-62.93746210561643,119.85500323535183,289.0111888111888,4731,30813,0.15353909064355953,6.207817922594773,u00045s00001_hw00007
13753,15604,29357,49,0.531525700854992,843211953.0,6.150457300071272,14.21482411040657,0.07153116920425165,9.664683298454218e-06,-40.58633035318502,10.23331432476958,478.6179450072359,3581,31807,0.11258527996981796,11.539742222618921,v00001s00001_hw00007
8668,18339,27007,44,0.6790461732143518,15153345.0,6.505884306706115,14.870735078983852,0.07327711544053504,0.0022231533815169524,-46.50337353541383,26.243973540384374,425.4961017644645,2553,34079,0.07491417001672585,0.22194588857458367,v00002s00001_hw00007
11343,14022,25365,45,0.5528089887640449,6620635.0,6.147280607382674,13.88325891493048,0.07077625570776255,0.004605355703001785,-71.03706162664056,56.2674761207983,496.9641888225719,2150,31075,0.06918744971842317,0.1636985772904424,v00003s00001_hw00007
17039,17738,34777,53,0.5100497455214653,28723339.0,3.4323825544364954,11.376830153063166,0.09746954076850985,0.0011162577690406572,-5.815662010925804,14.72766253866042,266.44757033248084,1471,32643,0.04506326011702356,0.7174371538040669,v00004s00001_hw00007
10824,13300,24124,41,0.5513181893549992,7879983.0,5.179587338775165,10.889894808250082,0.08817126269956459,0.003402566769621022,-71.23900286350091,91.63366354749581,241.7799773755656,1859,26788,0.06939674481110945,0.24513460423041647,v00005s00001_hw00007
16560,15400,31960,49,0.4818523153942428,19509688.0,4.0202166693312,12.138136942620065,0.10784313725490197,0.0015609246446618547,-52.02717196597485,38.03319350216655,472.40537897310514,1637,30446,0.053767325757078106,0.4548782526632168,v00006s00001_hw00007
12496,19056,31552,37,0.6039553752535497,833124681.0,5.762215285808055,14.790735951323892,0.07499372962126913,1.2320271118528392e-05,-69.32510172490296,33.62488441597668,432.3968063872255,3206,33989,0.09432463444055429,12.103317649025692,v00007s00001_hw00007
11469,14931,26400,46,0.5655681818181818,16145345.0,4.859243243341414,13.222820259223246,0.0848848217103187,0.0019351631762693155,-61.56205548919822,73.62225198718133,451.3488372093023,1721,31318,0.05495242352640654,0.3883814298996601,v00008s00001_hw00007
26264,27089,53353,58,0.5077315240005248,13937864.0,2.375,8.628651799103519,0.13862760215882808,0.002284186047507437,-52.80349973365412,130.9462332818808,493.3307392996109,2406,31872,0.0754894578313253,0.23628413415556757,v00009s00001_hw00007
12168,15693,27861,54,0.5632604716270055,34307626.0,4.285714285714286,12.150748671406891,0.09072753209700428,0.0009155361871288681,-71.50404553822973,63.02265989690873,334.05227817745805,2298,31390,0.07320802803440586,0.6852566565626097,v00010s00001_hw00007
8124,16475,24599,45,0.6697426724663604,20778457.0,4.5,11.124016020289286,0.06731391585760518,0.0013698268995523692,-82.6814218661173,55.573158800598335,241.5988051470588,1929,28622,0.06739570959401858,0.5315707325352008,v00011s00001_hw00007
14089,13315,27404,47,0.4858779740183915,1013499025.0,6.776838344704599,15.92963404927007,0.08118081180811808,1.2440933388475982e-06,-68.52966906862991,100.39270793073224,565.1736425339367,4114,31273,0.1315511783327471,11.997656897378203,v00012s00001_hw00007
6092,16339,22431,38,0.7284115732691364,931779353.0,5.703561365050608,11.766434446842286,0.0794044665012407,5.6117097813393915e-06,-87.52977289447178,84.70085507059392,441.07826887661145,2706,30685,0.0881864102981913,16.802235799972618,v00013s00001_hw00007
18969,19760,38729,47,0.5102119858503964,35732405.0,3.7208878520441413,8.395666137999484,0.08701166920345002,0.0008814471598262556,-51.46633278965543,69.76300794782726,375.0987748851455,1710,31520,0.054251269035533,0.8531207476282338,v00014s00001_hw00007
8089,18031,26120,47,0.6903139356814701,1057911062.0,7.456783673771502,16.039491838522885,0.06147058823529412,9.933714035029235e-06,-55.1882848349449,56.85636817042729,439.1652754590985,4643,33689,0.13781946629463623,9.869925390432453,v00015s00001_hw00007
8221,17774,25995,36,0.6837468743989229,18907907.0,5.178448274397674,16.647852796496366,0.0890180483328235,0.0017802627264064794,-70.25006241022135,130.3844500789229,522.9085884353741,2496,33646,0.07418415264816025,0.3048791669701755,v00016s00001_hw00007
6856,12918,19774,29,0.6532820875897644,32900415.0,8.939029589390563,21.76474245923607,0.06242350061199511,0.0010640474201635062,-41.989169490357874,36.891634337675185,378.61946386946386,3389,35098,0.09655820844492563,0.3430806728123388,v00017s00001_hw00007
9904,15324,25228,45,0.6074203266212145,14095812.0,4.748791468169903,12.859999647353382,0.08935774123487435,0.0019899365888949596,-66.40343959651976,90.17379999858846,373.686794305351,3309,28321,0.11683909466473641,0.19941958873278165,v00018s00001_hw00007
11173,14132,25305,46,0.5584667061845485,17746092.0,5.120001969995451,16.637117869887895,0.09548254620123203,0.001807112670445276,-70.00216268260222,50.71696291929647,397.4421949920085,2383,32088,0.07426452256295188,0.28268368392594856,v00019s00001_hw00007
7986,15251,23237,22,0.6563239660885657,1041300552.0,6.659349726175238,16.2647467727294,0.07345225603357818,6.834458463402353e-06,-83.50210166088155,84.03042002899713,350.1026653504442,4272,32249,0.13246922385190238,12.109449127345039,v00020s00001_hw00007
9690,13415,23105,58,0.5806102575200173,10477403.0,5.737453036578058,11.71570562319817,0.07763157894736843,0.003273051388934335,-75.41243533405124,69.17043824789268,596.973079080202,2147,34425,0.06236746550472041,0.21525084263960723,v00021s00001_hw00007
6969,14518,21487,33,0.6756643551915111,19639599.0,6.375,18.270640417997946,0.07880532565671104,0.0016937947061471778,-76.16807038784678,52.98433807761645,333.6464174454829,3178,34187,0.09295931201918858,0.2587031052600454,v00022s00001_hw00007
4737,9304,14041,27,0.6626308667473827,9589033.0,7.555006618130788,17.498926436369075,0.06675307841866494,0.003195760128264546,-99.03839986466924,96.19519186628324,568.8455941794665,1458,30642,0.0475817505384766,0.2605575368650694,v00023s00001_hw00007
5972,14528,20500,21,0.7086829268292683,36641351.0,10.307764064044152,25.177524796506923,0.06191825171995144,0.0009614910497522872,-57.56816310238519,43.508107886254315,445.1476683937824,4715,35361,0.13333898928197732,0.269207336249526,v00024s00001_hw00007
11129,16000,27129,52,0.5897747797559807,526188291.0,5.836308764964376,11.40175425099138,0.08489974937343359,2.3510457113151442e-05,-60.31609344384628,81.61702707350608,588.6110065851364,3761,28865,0.1302962064784341,7.511258605833841,v00025s00001_hw00007
6852,15638,22490,38,0.6953312583370387,12427717.0,6.575309001013908,13.938425818062473,0.06219765031098825,0.0028081912964509005,-74.94963709894525,83.41351646025565,461.6335103814582,2546,35518,0.07168196407455375,0.22658662404888708,v00026s00001_hw00007
16944,18610,35554,45,0.5234291500253136,1104938073.0,6.170062744897826,15.409126952806787,0.0943825910931174,5.8748758905409956e-06,-60.398960755900646,36.15042293947945,460.5141585760518,4260,34038,0.125154239379517,11.769706731628578,v00027s00001_hw00007
12824,13569,26393,51,0.5141135907248134,572427686.0,7.0,19.728875009099333,0.10239445494643983,1.2582194367783267e-05,-43.044370437747205,19.36035891848141,527.2524972253052,4452,31322,0.1421365174637635,5.622445764856428,v00028s00001_hw00007
7461,17937,25398,32,0.7062367115520907,9181980.0,5.7958716346532535,17.753216590309318,0.07361026267562615,0.00364682866701446,-49.892498372233995,46.697757039293066,615.3560606060606,2163,33757,0.06407559913499422,0.14416563150430683,v00029s00001_hw00007
14044,13698,27742,56,0.4937639679907721,7449097.0,5.458563764155086,11.571428571428571,0.08514438821077702,0.004602485234875055,-63.00589260420566,151.8272278547287,479.8411214953271,1974,34387,0.05740541483700236,0.146666761174827,v00030s00001_hw00007
10287,13328,23615,48,0.5643870421342367,12498479.0,5.0,13.765211194553341,0.0884737398660557,0.0023518458225341714,-67.77519526629405,93.8823942172811,320.754802259887,2259,29410,0.07681060863651819,0.2277615302794188,v00031s00001_hw00007
24238,16543,40781,57,0.4056545940511513,21819590.0,3.5021859063232177,10.341511683837375,0.0999343975508419,0.0015114622624365953,-13.992589946092782,57.55846071695104,464.340919435594,1998,32977,0.06058768232404403,0.4241523948707503,v00032s00001_hw00007
10368,17189,27557,36,0.6237616576550423,28703038.0,5.285714285714286,14.293293338528855,0.07544504097202599,0.0012198848262408078,-51.040883616723846,37.970168658595654,405.0338015803336,1830,35012,0.05226779389923455,0.576462568232036,v00033s00001_hw00007
10778,13092,23870,55,0.548470883954755,6668023.0,4.476499018616655,10.686257208985745,0.09985935302390998,0.003702983573632118,-67.08611724934416,79.98088931403642,373.9953996549741,1646,24702,0.0666342806250506,0.22169562857825015,v00034s00001_hw00007
10660,11231,21891,37,0.5130418893609245,19609341.0,6.250624937512496,16.858701372069895,0.08241291418861513,0.0016843529833488562,-86.33014451847168,64.82401465533628,292.04624664879356,2756,33026,0.08344940350027251,0.2575824896238122,v00035s00001_hw00007
10618,16413,27031,38,0.6071917428138064,10666146.0,4.0697051490249265,11.860780013660278,0.07502344482650829,0.0024033889014896796,-73.4877730104109,44.996152682707766,214.57928505957838,1823,25608,0.07118869103405186,0.2967899418358388,v00036s00001_hw00007
15698,10492,26190,60,0.40061092019854905,15655341.0,4.592792007692006,11.552777317115277,0.09443190368698269,0.001766975016737001,-46.54023523356104,74.54557405392326,447.3405639913232,1887,27986,0.06742657042807118,0.4521644805401802,v00037s00001_hw00007
8683,13190,21873,33,0.6030265624285649,23124989.0,4.7055644893211355,11.147794904194969,0.07431935246504782,0.0012154485825092878,-74.59770405625507,48.61020730968873,393.86514285714287,1413,28101,0.05028290808156293,0.7011377052390216,v00038s00001_hw00007
8711,18526,27237,37,0.68017769945295,54514526.0,6.375,15.95198216005673,0.06231884057971015,0.0005737193261314095,-82.63436759436371,107.24999857730751,464.4557270511779,3554,31183,0.11397235673283519,0.5612322124826853,v00039s00001_hw00007
7025,13243,20268,45,0.6533945135188475,9373647.0,6.970784513574772,15.27857142857142,0.09180952380952381,0.0035102766022945607,-76.86903666312735,83.24145068023388,528.4505681818182,1790,33117,0.05405078962466407,0.17983096212209454,v00040s00001_hw00007
7109,12571,19680,37,0.638770325203252,16016032.0,5.318011846545662,14.886826421959253,0.08240035826242723,0.001808749325200202,-64.94811944690923,101.16448507611723,398.7826347305389,2431,28966,0.08392598218601119,0.2777577481744307,v00041s00001_hw00007
3965,13535,17500,26,0.7734285714285715,20572121.0,7.03489842985436,18.215878227851448,0.0611592879963487,0.0016154582334189289,-95.59271262881232,75.83039821450913,406.32313681868743,2838,34016,0.08343132643461901,0.29362757616022167,v00042s00001_hw00007
8648,12673,21321,45,0.5943905070118662,10012867.0,6.299493657169908,16.65203125948018,0.11363636363636363,0.0027001836125390396,-74.58369919019475,70.39687753154601,490.4349376114082,2455,27036,0.0908048527888741,0.20665604560602244,v00043s00001_hw00007
10337,16441,26778,51,0.6139741578908059,6699469.0,5.5,12.231274693610116,0.08977166093212387,0.004764766412377816,-63.35607327659015,85.48963845356539,634.1567816091954,2358,32017,0.07364837430115251,0.1259526547241615,v00044s00001_hw00007
13503,16052,29555,49,0.543122991033666,12066305.0,4.243278408883712,12.789994160577752,0.109624145785877,0.002744791312799696,-60.54154208817738,104.04813204584954,754.0877110694183,1973,33459,0.058967691801906814,0.24194716627847862,v00045s00001_hw00007
76292,20468,96760,62,0.2115336916081025,312702815.0,1.125,7.72129306586149,0.2787246376811594,0.0001022825103287429,-17.0989987189105,455.80184548769597,377.497605893186,1901,31984,0.059435967983992,6.548429487875853,v00046s00001_hw00007
10362,14582,24944,41,0.5845894804361771,835857864.0,6.030653248861869,12.338324636859612,0.07581100141043723,7.069799501835489e-06,-82.56601793176038,35.04946002267241,531.4200206398349,3663,32120,0.11404109589041096,11.295808299915894,v00047s00001_hw00007
10733,13987,24720,42,0.5658171521035599,21076987.0,4.902167887781895,12.419122562098794,0.09012727898176814,0.001549657987495712,-77.9131094046309,148.14003715612435,444.26386645126547,2205,33349,0.06611892410567033,0.3619946655174613,v00048s00001_hw00007
9904,16263,26167,41,0.6215080062674361,10470504.0,3.979539507766891,8.793641168480779,0.08155212101282473,0.002769585522489015,-80.90181836475648,150.15022827756187,534.3731968357375,1551,28995,0.053491981376099326,0.2919511926831124,v00049s00001_hw00007
9622,18751,28373,32,0.6608747753145596,16327904.0,4.492902638301084,12.732856042063725,0.08086904043452021,0.0019705592448020235,-88.07262110213655,138.96311706929203,344.9431909750202,1969,32272,0.0610126425384234,0.31054850343289536,v00050s00001_hw00007
6193,13511,19704,31,0.685698335363378,32998198.0,6.843736245752753,17.309441374105507,0.05913113435237329,0.0010715449592285109,-83.35966644576776,52.271075366449445,445.29398663697106,2646,35673,0.0741737448490455,0.4312078165885714,v00051s00001_hw00007
5871,13473,19344,24,0.6964950372208437,43652070.0,6.71580529916752,17.301404783764013,0.05263157894736842,0.0006820251483698665,-81.45089537486899,97.91548149904983,599.1931881630375,1840,34330,0.053597436644334404,0.8174483788272033,v00052s00001_hw00007
13497,12393,25890,64,0.4786790266512167,38393359.0,5.922678870241067,26.434920935527888,0.09946949602122016,0.0009262321642529206,-85.06336304226946,72.33962647498045,131.78963414634146,2255,35722,0.06312636470522368,0.5854068924098428,v00053s00001_hw00007
7333,12855,20188,28,0.6367644145036655,29235005.0,6.170062744897826,20.813793687671794,0.08381984987489574,0.0011625577593910054,-73.54125690208622,57.18573421697118,393.497949619215,2395,33977,0.07048886011125173,0.4393276420314202,v00054s00001_hw00007
17221,10571,27792,59,0.38036125503742085,26177059.0,4.328348986931422,12.925640238683853,0.11601085481682497,0.0011139441094111515,-64.30914094758057,43.66857232021426,340.9465811965812,2092,29218,0.07159969881579847,0.6569929028010345,v00055s00001_hw00007
10037,15790,25827,36,0.6113756921051613,15395588.0,6.010407640085654,13.240972567746882,0.09303079416531604,0.002228853681572648,-74.47331590608812,85.34986916454514,450.38780371605526,2600,34741,0.07483952678391526,0.2352899049485721,v00056s00001_hw00007
9999,13704,23703,43,0.5781546639665865,12436929.0,5.969309261650337,14.08554124122789,0.09078163336838416,0.0027726218561310587,-54.72720713743781,102.15143909979687,253.90939044481055,2177,34535,0.06303749819024178,0.20338981637222472,v00057s00001_hw00007
17449,12490,29939,47,0.41718160259193693,26039389.0,5.0,15.589510164856847,0.09007741027445461,0.00120678703912209,-86.22141408145015,36.66949129137043,445.0,2311,31423,0.07354485567896127,0.42551823094259456,v00058s00001_hw00007
8817,13763,22580,50,0.6095217006200178,14979564.0,7.233818148115144,15.347526352790652,0.07188558524651863,0.002215702555790625,-71.98558223691856,54.83610595577915,488.6917542888766,1883,33310,0.05652957069948964,0.26976712917378065,v00059s00001_hw00007
16690,14908,31598,59,0.47180201278561934,29668807.0,5.428571428571429,12.59008118829965,0.1082359488035615,0.0011342923412970695,-60.423376537892,40.52427969360288,379.8057956278597,2285,33723,0.06775791003172908,0.4541649638941558,v00060s00001_hw00007
13243,13837,27080,55,0.5109675036927622,18408757.0,5.75,15.435442086339378,0.10373066424021839,0.001763553950481538,-33.04898292775086,26.00283915681188,580.0093304061471,1881,32475,0.05792147806004619,0.34969527299078046,v00061s00001_hw00007
16004,14866,30870,55,0.4815678652413346,26948149.0,4.8717927617688055,13.25355883317911,0.10407949790794979,0.0012404137075088574,-25.609151480611693,56.115980530811896,370.6809596733027,2111,33425,0.0631563201196709,0.697238667605697,v00062s00001_hw00007
12440,13845,26285,52,0.5267262697355907,28917669.0,6.916099316094393,15.774503811973652,0.07003768844221106,0.001191797787784405,-41.12352309453472,23.793225143136226,357.09438079650846,2384,34464,0.06917363045496751,0.482570846092648,v00063s00001_hw00007
19220,16848,36068,42,0.46711766662969945,20530017.0,4.375,12.00422433541263,0.08705055420383888,0.0015431120561354478,-78.70353175379181,42.90609422630911,327.3865058087578,1986,32090,0.06188843876597071,0.40187822418674973,v00064s00001_hw00007
10023,14672,24695,37,0.5941283660660053,21620090.0,5.898225034069176,17.200960095184517,0.06497567755385684,0.001510649241687004,-64.12750592650009,62.349653259572754,508.47411583803176,2574,32703,0.07870837537840565,0.3186751787567588,v00065s00001_hw00007
33169,26350,59519,51,0.4427157714343319,966455021.0,3.6617158908503704,14.703951773150687,0.18978605935127674,2.4851905480367606e-05,-26.07785599196893,94.47060494236831,578.6948571428571,4495,30760,0.14613133940182055,9.233704275773793,v00066s00001_hw00007
11795,15756,27551,32,0.5718848680628652,12359587.0,4.571428571428571,17.743727383749967,0.11669128508124077,0.002328329249775533,-57.51852560547574,74.65826293930617,228.99188156638013,3108,28777,0.10800291899781075,0.17478305353793724,v00067s00001_hw00007
13212,12275,25487,53,0.481618079805391,13824145.0,4.2019340784929025,12.714285714285714,0.09254928165720014,0.002363719101164055,-68.61768678454284,126.05632964812496,456.3153374233129,1335,32700,0.0408256880733945,0.43032057254572653,v00068s00001_hw00007
