path_length,mean_speed,std_speed,straightness,direction_variance,bbox_area,sample_id
15.1654,0.07620804,0.042670988,0.03916072,3.0821583,0.41673785,v00016s00001_hw00001
15.633989,0.07856276,0.044981916,0.039576475,3.073755,0.48430255,v00017s00001_hw00001
16.04138,0.08060995,0.048156198,0.03389738,3.1252985,0.4617476,v00018s00001_hw00001
15.625953,0.07852238,0.046177343,0.037339017,3.005579,0.44071895,v00019s00001_hw00001
16.542389,0.08312758,0.04902166,0.033906933,3.134873,0.42794746,v00020s00001_hw00001
14.660569,0.0736712,0.03858904,0.040686376,3.015349,0.39283878,v00021s00001_hw00001
18.13528,0.09113206,0.050956164,0.029395383,3.3311737,0.5472515,v00022s00001_hw00001
14.325246,0.07198616,0.036304273,0.043649603,2.9843385,0.39498433,v00023s00001_hw00001
12.6914425,0.06377609,0.034483716,0.04920974,2.9583795,0.38643903,v00024s00001_hw00001
12.958145,0.06511631,0.03589,0.054187622,2.8872554,0.4531602,v00025s00001_hw00001
16.612125,0.08347802,0.04692354,0.03500611,3.0764914,0.5263585,v00026s00001_hw00001
15.069091,0.07572407,0.04367949,0.03801769,3.0174303,0.43217415,v00027s00001_hw00001
14.021136,0.07045797,0.04091643,0.043639712,3.073508,0.4180691,v00028s00001_hw00001
15.927973,0.08004007,0.046659622,0.03606889,2.9764943,0.4374352,v00029s00001_hw00001
15.003975,0.07539686,0.04292178,0.040901314,3.2167156,0.43739992,v00030s00001_hw00001
17.410038,0.08748763,0.046455808,0.033741597,3.1066601,0.554026,v00031s00001_hw00001
14.188669,0.07129984,0.03858379,0.043540403,3.0373757,0.44082728,v00032s00001_hw00001
14.3882885,0.07230296,0.039743118,0.03939501,3.0157413,0.39793217,v00033s00001_hw00001
14.368239,0.072202206,0.040009663,0.042219218,2.9566438,0.4113985,v00034s00001_hw00001
18.421047,0.09256808,0.04903161,0.030194204,3.237568,0.5406297,v00035s00001_hw00001
14.909693,0.074923076,0.040826518,0.040341347,3.0258074,0.40965608,v00036s00001_hw00001
17.35796,0.08722593,0.04964644,0.032852553,3.2251277,0.5495504,v00037s00001_hw00001
13.334321,0.06700664,0.03571923,0.046723936,2.945031,0.40477094,v00038s00001_hw00001
15.934296,0.08007184,0.045336958,0.035927605,3.2001793,0.5103695,v00039s00001_hw00001
16.579128,0.083312206,0.048125967,0.03283657,3.1984758,0.47927085,v00040s00001_hw00001
13.64739,0.06857985,0.041830268,0.04305324,2.9597437,0.45158303,v00041s00001_hw00001
14.235241,0.07153387,0.040846013,0.043161407,3.092569,0.41694638,v00042s00001_hw00001
16.277607,0.08179702,0.048421465,0.0368727,3.0198128,0.47804883,v00043s00001_hw00001
12.195311,0.061282966,0.032764234,0.05521692,2.9020162,0.39099324,v00044s00001_hw00001
15.741871,0.07910488,0.045317765,0.037188902,2.931731,0.4054115,v00045s00001_hw00001
18.80799,0.09451251,0.048534527,0.031090023,3.1571481,0.5358237,v00046s00001_hw00001
15.583382,0.07830845,0.045933075,0.037949763,3.2235405,0.45321554,v00047s00001_hw00001
14.454855,0.07263746,0.041259695,0.044503253,3.0610895,0.41563764,v00048s00001_hw00001
13.936929,0.07003482,0.037407085,0.045369286,2.9026082,0.3961628,v00049s00001_hw00001
16.0756,0.08078191,0.04510125,0.035607986,3.0587738,0.45248783,v00050s00001_hw00001
13.702188,0.06885521,0.03831278,0.043456048,2.9456701,0.3776556,v00051s00001_hw00001
13.264334,0.06665494,0.03704452,0.04835372,2.980527,0.41847488,v00052s00001_hw00001
17.924942,0.09007508,0.047853205,0.030458279,3.206765,0.5325301,v00053s00001_hw00001
12.822197,0.06443315,0.03616591,0.052487537,2.8609653,0.47136068,v00054s00001_hw00001
18.109993,0.09100499,0.048596524,0.031201582,3.2223372,0.5422265,v00055s00001_hw00001
15.3517475,0.07714446,0.045610428,0.03645605,3.1497,0.45565903,v00056s00001_hw00001
20.148464,0.10124856,0.052186076,0.031251207,3.287432,0.65505415,v00057s00001_hw00001
14.928159,0.07501587,0.0422383,0.04035021,3.1326249,0.4564516,v00058s00001_hw00001
13.794315,0.06931817,0.036975637,0.04294186,2.9829683,0.39163542,v00059s00001_hw00001
19.92014,0.1001012,0.05120751,0.028963292,3.2845728,0.5986779,v00060s00001_hw00001
12.730489,0.0639723,0.034786534,0.048930008,3.093669,0.41158083,v00061s00001_hw00001
19.738468,0.09918828,0.051068828,0.03046349,3.2963524,0.5834903,v00062s00001_hw00001
14.287012,0.07179403,0.041231405,0.04387637,2.996919,0.45784745,v00063s00001_hw00001
16.491959,0.082874164,0.046425812,0.03584379,3.0972345,0.52342683,v00064s00001_hw00001
12.726879,0.06395417,0.03196858,0.058725793,3.1272347,0.44195077,v00065s00001_hw00001
16.509815,0.0829639,0.04584823,0.03332235,3.014485,0.4391391,v00066s00001_hw00001
17.822613,0.08956087,0.047396418,0.03289932,3.1889734,0.5481503,v00067s00001_hw00001
16.44604,0.08264341,0.046964113,0.033805285,3.0630171,0.47902223,v00069s00001_hw00001
16.884544,0.08484696,0.04647475,0.033319872,3.2764728,0.4932932,v00070s00001_hw00001
18.504934,0.092989616,0.04991183,0.030081427,3.2142258,0.5518911,v00071s00001_hw00001
13.220427,0.0664343,0.039093938,0.0452521,3.0037253,0.40735912,v00072s00001_hw00001
13.7266035,0.06897791,0.037671246,0.044521075,2.9880579,0.38372678,v00073s00001_hw00001
14.229287,0.07150395,0.043315865,0.043085583,3.1268935,0.45162654,v00074s00001_hw00001
14.048105,0.07059349,0.040672336,0.044705834,3.0146859,0.47907853,v00075s00001_hw00001
18.870035,0.0948243,0.052372947,0.029212287,3.2193744,0.52661365,v00076s00001_hw00001
15.191655,0.076339975,0.040010832,0.040543497,3.029454,0.38835457,v00077s00001_hw00001
14.556301,0.073147245,0.03686706,0.04391838,2.999332,0.42884722,v00078s00001_hw00001
14.736415,0.074052334,0.041402053,0.041101586,2.9757087,0.4287406,v00079s00001_hw00001
16.350115,0.08216138,0.045069944,0.03428215,3.229722,0.47468022,v00080s00001_hw00001
15.614088,0.07846276,0.04465931,0.036793407,3.146126,0.49450853,v00081s00001_hw00001
16.88625,0.08485553,0.049049195,0.031865325,3.2021348,0.49335104,v00082s00001_hw00001
14.653737,0.07363687,0.040003844,0.039104555,2.946162,0.40595078,v00083s00001_hw00001
19.219025,0.09657802,0.049133137,0.028772015,3.241375,0.51187676,v00084s00001_hw00001
