path_length,mean_speed,std_speed,straightness,direction_variance,bbox_area,sample_id
16.538563,0.08310836,0.042708796,0.058756787,2.9551291,0.66322553,u00028s00001_hw00007
8.774767,0.044094305,0.022806022,0.09495273,2.9167595,0.49304757,u00029s00001_hw00007
11.826599,0.059430145,0.029436916,0.06535932,3.0779846,0.5123084,u00030s00001_hw00007
10.159635,0.05105344,0.028339503,0.09431178,3.010342,0.65244365,u00031s00001_hw00007
9.181366,0.04613752,0.022301886,0.0904015,2.735522,0.46859962,u00032s00001_hw00007
12.076836,0.060687616,0.032064695,0.0811121,2.9346857,0.66629416,u00033s00001_hw00007
10.77993,0.054170504,0.028574381,0.07443593,2.9434152,0.53448886,u00034s00001_hw00007
10.479838,0.052662503,0.028315807,0.07014103,2.9496157,0.48043406,u00035s00001_hw00007
8.496523,0.042696096,0.023983892,0.10579613,2.77612,0.58569884,u00036s00001_hw00007
12.476995,0.06269847,0.035710316,0.052643724,2.9769397,0.47656703,u00037s00001_hw00007
13.675774,0.06872248,0.035019584,0.06289305,2.9411025,0.62162375,u00038s00001_hw00007
10.97937,0.055172715,0.028090088,0.07649339,3.0469327,0.53899,u00039s00001_hw00007
9.467701,0.047576386,0.026655154,0.08380639,2.9802163,0.54692775,u00040s00001_hw00007
10.491872,0.052722976,0.03056073,0.067072675,2.9904797,0.4824861,u00041s00001_hw00007
10.331333,0.051916245,0.02734848,0.076551124,2.914617,0.55005103,u00042s00001_hw00007
12.262104,0.061618615,0.035809033,0.055731963,2.9699106,0.49434665,u00043s00001_hw00007
10.430236,0.052413244,0.03247915,0.09032538,2.9147243,0.6416825,u00044s00001_hw00007
11.696915,0.058778465,0.03307364,0.06056565,3.125652,0.5150947,u00045s00001_hw00007
11.474868,0.05766265,0.029020343,0.07837436,2.8323557,0.5021542,v00001s00001_hw00007
12.278381,0.061700407,0.032223377,0.07507403,2.810607,0.66781867,v00002s00001_hw00007
14.8515415,0.074630864,0.03888191,0.06798861,2.9649045,0.74888307,v00003s00001_hw00007
9.747429,0.048982054,0.027691161,0.08216148,2.881215,0.534934,v00004s00001_hw00007
13.530397,0.06799195,0.037649825,0.04958442,2.9623532,0.5539852,v00005s00001_hw00007
13.668982,0.06868835,0.036242284,0.06338614,2.9448535,0.5788408,v00006s00001_hw00007
9.546916,0.047974452,0.024952624,0.0941154,2.8499324,0.5487566,v00007s00001_hw00007
12.47464,0.06268663,0.033974536,0.08036679,2.6932404,0.67048174,v00008s00001_hw00007
12.551678,0.063073754,0.034810986,0.06976092,2.9455707,0.5985943,v00009s00001_hw00007
10.795796,0.054250233,0.028940292,0.06893014,2.7934363,0.5220383,v00010s00001_hw00007
11.346874,0.05701947,0.03286634,0.060861688,2.926507,0.50768054,v00011s00001_hw00007
11.493338,0.057755467,0.027811967,0.07364559,2.8752148,0.50178427,v00012s00001_hw00007
10.980841,0.055180103,0.02795368,0.08004476,2.7957752,0.5082535,v00013s00001_hw00007
9.8111105,0.049302064,0.025385873,0.08733477,3.0030818,0.51698893,v00014s00001_hw00007
10.031958,0.050411846,0.025815818,0.09344806,2.9014518,0.5790147,v00015s00001_hw00007
11.05102,0.05553276,0.02965812,0.082891256,2.8542662,0.5775982,v00016s00001_hw00007
9.644195,0.04846329,0.024449745,0.08414452,3.0057611,0.5133737,v00017s00001_hw00007
8.482023,0.042623233,0.022814527,0.09759808,2.8012521,0.49760133,v00018s00001_hw00007
10.251472,0.05151494,0.02688976,0.081138775,2.8826172,0.5642235,v00019s00001_hw00007
10.035816,0.050431237,0.024856655,0.08250693,2.742031,0.5089164,v00020s00001_hw00007
14.057859,0.07064251,0.03733628,0.07139777,3.0370166,0.76313305,v00021s00001_hw00007
8.072622,0.04056594,0.022218756,0.10027101,2.935977,0.4817153,v00022s00001_hw00007
20.60011,0.103518136,0.055245858,0.0517218,2.997613,0.8815198,v00023s00001_hw00007
9.516794,0.047823086,0.023905367,0.08811034,2.8864715,0.4953572,v00024s00001_hw00007
12.456912,0.06259755,0.032379568,0.07556261,3.008609,0.5746204,v00025s00001_hw00007
12.033512,0.06046991,0.034755953,0.080982186,2.8080602,0.7270875,v00026s00001_hw00007
9.560933,0.04804489,0.025322672,0.093877584,2.92418,0.5948564,v00027s00001_hw00007
10.655045,0.053542938,0.027768744,0.08474494,2.982455,0.54616606,v00028s00001_hw00007
17.905464,0.089977205,0.04880683,0.055637665,3.005354,0.78835857,v00029s00001_hw00007
12.887547,0.06476154,0.033163775,0.06954219,2.919858,0.6510185,v00030s00001_hw00007
11.73348,0.058962215,0.031464934,0.061140846,2.9901912,0.51489687,v00031s00001_hw00007
15.387177,0.0773225,0.040384106,0.06055559,2.9502468,0.66716766,v00032s00001_hw00007
10.818031,0.054361966,0.029561035,0.08119722,2.9586265,0.5936803,v00033s00001_hw00007
10.344032,0.051980063,0.02827248,0.08278629,2.8881965,0.5670216,v00034s00001_hw00007
12.117048,0.06088969,0.035843756,0.056736562,2.8069117,0.5120691,v00035s00001_hw00007
12.792934,0.064286105,0.038608875,0.0477262,2.708404,0.5037158,v00036s00001_hw00007
9.399506,0.047233697,0.025013443,0.091994055,2.8283157,0.56527454,v00037s00001_hw00007
11.845472,0.059524987,0.031844124,0.06771923,3.1131914,0.5551166,v00038s00001_hw00007
11.025309,0.05540356,0.027082385,0.08180652,2.8291173,0.57356834,v00039s00001_hw00007
17.402355,0.08744902,0.04514822,0.054167543,2.8821464,0.65435004,v00040s00001_hw00007
9.113691,0.045797445,0.024029,0.090207875,2.817313,0.51340294,v00041s00001_hw00007
9.915401,0.049826138,0.026921662,0.089693755,2.964323,0.62677044,v00042s00001_hw00007
13.004286,0.06534817,0.032017093,0.07485722,2.8106003,0.6775697,v00043s00001_hw00007
13.485575,0.0677667,0.03328547,0.07067907,2.8271925,0.63757366,v00044s00001_hw00007
20.736988,0.10420597,0.055873208,0.05048715,2.9383748,0.8510748,v00045s00001_hw00007
9.650396,0.048494454,0.023746742,0.08593466,2.9823096,0.50779927,v00046s00001_hw00007
11.914764,0.05987319,0.031074924,0.07669793,2.8423152,0.5465506,v00047s00001_hw00007
12.825032,0.064447396,0.033742093,0.072689414,2.9557536,0.6183052,v00048s00001_hw00007
15.477573,0.07777675,0.04356537,0.06598456,2.974447,0.7683101,v00049s00001_hw00007
10.902073,0.054784287,0.029157255,0.06931042,3.0449102,0.52182066,v00050s00001_hw00007
13.631018,0.068497576,0.032655727,0.06679878,2.949634,0.6150448,v00051s00001_hw00007
18.821384,0.09457982,0.04900018,0.054997347,2.9704535,0.78916055,v00052s00001_hw00007
15.120211,0.07598096,0.04343748,0.043881647,2.9489496,0.52634877,v00053s00001_hw00007
11.206265,0.056312893,0.03152616,0.065174304,2.950518,0.50113773,v00054s00001_hw00007
9.578861,0.048134983,0.027137317,0.0787858,2.8513908,0.52746344,v00055s00001_hw00007
13.760408,0.06914778,0.039612707,0.071489446,3.0061917,0.69638884,v00056s00001_hw00007
10.80002,0.05427146,0.030899195,0.065777555,2.9535458,0.51527613,v00057s00001_hw00007
12.538368,0.06300688,0.031284314,0.062154334,3.0043583,0.56199956,v00058s00001_hw00007
16.704033,0.083939865,0.044828843,0.06185507,2.8304799,0.7577996,v00059s00001_hw00007
10.26849,0.051600453,0.02542287,0.08236867,2.8855443,0.5677061,v00060s00001_hw00007
19.209349,0.09652939,0.052830517,0.05232028,3.0516543,0.788702,v00061s00001_hw00007
12.558851,0.06310981,0.033169176,0.079729006,2.921956,0.7390553,v00062s00001_hw00007
9.446964,0.047472183,0.024809843,0.09134493,2.861543,0.6016287,v00063s00001_hw00007
9.375721,0.047114175,0.026498575,0.085643485,3.0199497,0.5546033,v00064s00001_hw00007
12.431319,0.062468942,0.0318589,0.06982432,2.8674538,0.60305756,v00065s00001_hw00007
15.201805,0.07639098,0.039091982,0.060668144,3.1105196,0.60051805,v00066s00001_hw00007
13.486324,0.06777047,0.03960626,0.04688443,2.9693334,0.4977716,v00067s00001_hw00007
12.285783,0.0617376,0.03360916,0.07337549,2.768833,0.63816446,v00068s00001_hw00007
10.306574,0.051791828,0.025903583,0.0735972,2.973759,0.4465426,v00069s00001_hw00007
9.650776,0.04849636,0.025249485,0.08457466,2.9168634,0.5576617,v00070s00001_hw00007
9.594644,0.04821429,0.025894664,0.09250543,2.7355092,0.5479472,v00071s00001_hw00007
14.572361,0.07322794,0.043290198,0.04720267,2.8081963,0.5672112,v00072s00001_hw00007
15.8155575,0.079475164,0.042056885,0.06638178,2.9719484,0.76280457,v00073s00001_hw00007
10.72233,0.053881057,0.026387742,0.067334,2.7910507,0.41589025,v00074s00001_hw00007
11.067427,0.05561521,0.026273346,0.06892272,2.8409047,0.4148108,v00075s00001_hw00007
8.0632925,0.04051906,0.024406094,0.10756335,2.73719,0.52772367,v00076s00001_hw00007
17.866982,0.089783825,0.048982862,0.056839384,2.9735634,0.78050494,v00077s00001_hw00007
16.246992,0.08164318,0.042490516,0.061134577,2.8502197,0.69673985,v00078s00001_hw00007
11.333857,0.056954052,0.032534767,0.060639463,2.8934755,0.48472464,v00079s00001_hw00007
11.980059,0.0602013,0.030955112,0.074047536,3.0269897,0.5943993,v00080s00001_hw00007
11.9429035,0.06001459,0.03029866,0.07909773,2.77476,0.6182493,v00081s00001_hw00007
10.495821,0.05274282,0.026999773,0.07682981,2.8326316,0.45893875,v00082s00001_hw00007
21.927238,0.11018713,0.059349738,0.046716213,3.0537734,0.8524707,v00083s00001_hw00007
11.644873,0.05851695,0.03287688,0.06034628,2.9912345,0.47002068,v00084s00001_hw00007
